file,emotion,pitch,energy,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-01-01-06.wav,sad,270.27914,0.020095048,-308.28592,52.65192,-1.3787153,11.587991,3.9418025,-4.429445,-11.34843,-8.3197565,-3.800776,0.70201087,-2.9753423,-3.0051808,-3.7229762
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-01-02-06.wav,sad,274.80014,0.016154725,-302.77835,55.815666,-10.31625,15.540364,4.3620553,-10.232833,-12.8861265,-10.294194,-2.2895553,0.434289,-7.1445446,-4.9117246,-2.1864586
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-02-01-06.wav,sad,269.72235,0.008102454,-391.3252,49.508083,-4.2954373,1.1246504,-1.2677298,-10.522166,-12.54099,-13.639496,-6.9160547,-2.0840185,-7.024112,-3.2841475,-5.4988875
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-02-02-06.wav,sad,275.8881,0.012950914,-366.94186,53.72402,-2.6473975,2.6727571,1.9372083,-8.898521,-13.272688,-11.373472,-5.675185,-0.2474438,-6.451387,-3.0061588,-4.756922
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-01-01-06.wav,sad,274.1764,0.011050053,-331.4259,14.442532,-37.946045,4.3505516,-2.1588027,-20.19325,-3.3520048,-12.817089,-8.309452,6.7694063,-11.516564,2.681131,5.7689323
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-01-02-06.wav,sad,268.91537,0.009808456,-313.15405,35.222622,-15.295753,4.2527204,-4.7829647,-15.927984,-9.556318,-14.188618,-5.714737,5.333011,-6.5009995,-0.23208608,0.92420787
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-02-01-06.wav,sad,273.82397,0.0046011494,-367.94284,27.297884,-20.663517,-2.7806132,-8.103602,-16.992456,-7.1249886,-13.565977,-7.092172,0.29886493,-13.811729,-5.5656724,2.6031384
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-02-02-06.wav,sad,269.26013,0.016418718,-281.0814,26.109644,-33.181774,2.9051642,-6.3301897,-26.764631,-15.503422,-19.772926,-11.748393,8.572303,-16.754896,-2.2517078,-0.8022768
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-01-01-06.wav,angry,274.11554,0.0069480366,-363.51413,40.45414,-18.601866,7.925743,-3.8432543,-11.310841,-9.179121,-10.090404,-5.70887,-0.4043786,-7.405224,-3.953159,-3.351888
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-01-02-06.wav,angry,275.0383,0.0085601015,-355.0833,53.818962,-9.018339,14.973304,-1.4467224,-9.699908,-7.2909064,-9.399538,-5.9128346,2.2141194,-3.7553651,-1.4445122,-4.1356792
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-02-01-06.wav,angry,276.10217,0.014991485,-331.00034,40.61901,-20.754139,3.0516405,-8.271965,-19.116571,-9.644246,-15.119929,-8.276416,0.9033615,-7.93471,-3.8601081,-6.7311945
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-02-02-06.wav,angry,274.47928,0.010454524,-341.5671,32.225895,-14.752877,2.2268865,-6.732497,-14.901285,-8.139104,-9.95165,-9.554412,0.89807636,-6.5194354,-3.8885071,-4.9986386
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-01-01-06.wav,angry,275.4408,0.018378545,-336.62097,23.28229,-43.678757,-9.904856,-13.16667,-19.746656,-8.774983,-12.824528,-8.449241,4.6925006,-1.1871103,10.387512,10.245673
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-01-02-06.wav,angry,275.34848,0.0110809,-364.11404,21.625107,-41.659554,-7.072666,-12.074265,-18.580112,-9.20385,-10.314624,-8.039837,1.834636,-1.5252867,9.233311,9.738051
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-02-01-06.wav,angry,274.26584,0.019896595,-327.07623,20.48599,-34.419662,-11.536446,-12.797208,-21.496017,-6.0878186,-12.961509,-10.379994,1.7029616,-9.984506,-1.2272638,1.6437961
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-02-02-06.wav,angry,274.84622,0.011717769,-359.24316,19.31459,-36.0883,-6.2428174,-11.753879,-18.160234,-3.8496954,-13.729935,-11.142834,0.019436851,-10.446549,-0.6033976,7.2613387
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-01-01-06.wav,fearful,274.5432,0.0110270055,-347.19345,46.535477,-11.327107,3.4127245,3.1690507,-9.58525,-8.924841,-9.855503,-3.4450178,0.9050071,-7.7689333,-4.175273,-5.2429214
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-01-02-06.wav,fearful,270.2893,0.01556284,-308.0771,49.771885,-22.734545,10.348047,3.9551592,-12.011139,-9.543407,-14.920105,-3.1872115,4.6055546,-9.837167,-6.96556,-0.28589728
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-02-01-06.wav,fearful,275.26108,0.016182596,-330.21524,47.710827,-17.030172,0.007803384,-1.6296833,-18.35951,-14.062272,-17.951763,-7.7520547,0.24635184,-12.008512,-5.6096416,-7.399341
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-02-02-06.wav,fearful,269.86496,0.01476153,-337.20856,43.752323,-9.844875,4.8593664,4.134323,-12.524912,-12.188826,-11.209746,-4.3714695,0.49920008,-8.905047,-5.6650763,-6.448164
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-01-01-06.wav,fearful,268.8721,0.016022457,-349.8057,10.333245,-55.78422,-11.231372,-15.705115,-18.73719,-25.92921,-9.953247,-6.81157,17.336304,6.9774737,12.280223,15.012845
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-01-02-06.wav,fearful,269.5815,0.012827612,-351.51447,5.6681523,-49.888973,-12.137798,-16.2629,-22.261307,-18.829643,-3.7612348,-4.001688,20.48812,11.183811,6.0422535,1.8064845
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-02-01-06.wav,fearful,275.31253,0.013423782,-331.3003,8.820119,-45.1075,-12.447443,-13.336457,-24.763163,-22.584335,-11.099389,-10.843486,13.573782,0.32866445,6.8428206,13.275075
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-02-02-06.wav,fearful,268.68628,0.024878327,-308.83835,10.201432,-48.192646,-20.43002,-12.76998,-20.476168,-17.766422,-0.37109208,-0.29349607,24.083012,6.11078,-2.6768677,5.9622636
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-01-01-06.wav,disgust,274.58618,0.016600858,-249.68036,57.1953,-6.289339,4.351694,-4.7204523,-8.998034,-15.196865,-11.978426,-6.732116,-2.7802489,-5.8042164,-4.6868186,-9.094306
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-01-02-06.wav,disgust,275.3458,0.014464756,-266.70126,45.342445,-3.3032207,11.051667,-2.1978214,-3.373646,-10.406924,-8.678525,-2.620981,2.399341,-6.4439855,-1.8327463,-3.3744745
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-02-01-06.wav,disgust,269.2949,0.027897008,-318.36728,43.23903,7.3998494,-2.1509016,-2.9714212,-2.146884,-16.688158,-7.573629,-4.61966,-1.7917429,-6.448236,-1.510368,-5.9092245
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-02-02-06.wav,disgust,268.7898,0.012401476,-322.15335,42.344654,0.5067975,-1.9785972,-0.2029744,-7.216157,-17.553534,-10.01415,-2.8476117,-4.103618,-10.0384245,-0.9944589,-5.8834476
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-01-01-06.wav,disgust,274.3021,0.012918373,-334.57993,28.739578,-19.281618,2.6991897,-11.6604185,-18.24449,-11.898899,-8.231114,-8.804025,-1.2721542,-7.936022,-6.796749,-8.188656
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-01-02-06.wav,disgust,275.139,0.011073165,-365.7893,41.39602,-22.571152,0.5874084,-11.324267,-15.276663,-12.021709,-9.284982,-6.6191134,-1.6740938,-7.480577,-1.4004425,-9.11685
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-02-01-06.wav,disgust,270.25528,0.010232212,-359.99982,49.375492,-14.71998,1.4098054,-2.9827175,-14.225356,-15.782128,-6.4917436,-5.213949,-2.1775248,-10.718266,-0.4551229,-6.77262
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-02-02-06.wav,disgust,273.8306,0.020899761,-330.83038,49.394287,2.153194,3.3594515,-1.6527975,-6.200443,-7.6915708,-0.96458685,-1.6215799,3.0812685,0.24373555,4.600295,0.16949026
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-01-01-06.wav,surprised,274.37228,0.0127040995,-377.08154,54.986603,-10.176512,3.244397,-1.1978986,-8.032019,-9.451846,-9.33516,-3.9941406,-0.37779123,-6.695759,-2.951296,-5.9812946
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-01-02-06.wav,surprised,269.8901,0.008414684,-400.71887,48.765984,-13.521223,0.97879887,-3.038787,-11.408021,-9.7691,-13.9277115,-5.2040696,-1.651786,-9.948384,-2.8925724,-6.789675
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-02-01-06.wav,surprised,274.8504,0.0069662733,-397.23456,45.7263,-9.697616,-2.5628433,-3.474417,-12.541761,-12.430642,-12.734322,-4.1051908,-0.9599754,-9.583192,-3.0270205,-7.542216
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-02-02-06.wav,surprised,274.37088,0.012604454,-351.8781,56.32868,-4.692312,5.250986,2.0243826,-13.309532,-14.036066,-11.633525,-0.3940405,1.5602874,-7.808322,-3.0974858,-2.3545556
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-08-02-01-01-06.wav,surprised,274.76077,0.007780839,-370.21707,58.81702,-14.848517,9.240657,-0.7601458,-15.956421,-12.699198,-11.794307,0.7118597,-1.8172214,-9.429703,-4.685001,-6.3985534
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-08-02-01-02-06.wav,surprised,275.65616,0.016734922,-345.57605,34.114697,-29.312386,-5.372443,-10.295929,-16.176697,-10.862704,-14.728642,-7.9254837,0.18577063,-8.294898,-3.6197743,-3.5448482
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-08-02-02-01-06.wav,surprised,275.16275,0.006836782,-402.95193,32.502544,-23.604517,-1.3301797,-4.1097374,-17.185587,-13.511534,-17.001335,-5.2235217,0.021318555,-11.6576185,-2.3003805,-3.9318633
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_06\03-01-08-02-02-02-06.wav,surprised,274.95227,0.011218611,-372.07303,34.27308,-22.334122,-8.805018,-4.363683,-17.305048,-11.619074,-18.27788,-6.7500763,1.9375827,-11.027573,-7.6978335,-3.6392715
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-01-01-07.wav,neutral,274.53345,0.007052495,-357.80542,71.56552,6.628462,17.708052,10.26493,-2.472069,-5.9334826,-7.738141,2.2934809,-4.2967253,-3.3096173,-1.1172868,2.4990184
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-01-02-07.wav,neutral,274.42996,0.008639573,-350.7529,74.718925,7.604442,18.762121,10.770362,-2.1660204,-5.998835,-8.206124,3.7424405,-3.1040275,-2.516557,1.2952242,4.528596
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-02-01-07.wav,neutral,269.07645,0.011820723,-346.42865,64.655304,7.708081,12.35713,10.693769,-2.3673685,-8.87873,-11.402903,-1.4164187,-5.556125,-5.274902,-2.9594555,0.704022
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-01-01-02-02-07.wav,neutral,275.54358,0.008503691,-338.3816,72.78343,12.891841,16.450842,8.96496,-0.8752374,-6.944927,-7.296275,4.6732984,-5.8999705,-1.507709,1.1568077,2.0812647
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-02-01-01-01-07.wav,calm,275.21494,0.0070081977,-366.80887,77.656525,7.499141,12.848808,14.525524,-2.3226478,-4.5042853,-6.7670045,3.3824651,-2.1162531,-2.8210182,2.5469759,2.9055283
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-02-01-01-02-07.wav,calm,273.9368,0.0057943906,-368.7467,81.39135,2.5189905,11.255156,12.166302,-2.3540664,-4.872402,-7.655569,3.176235,-2.2764611,-2.903984,0.9235286,3.4796264
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-02-01-02-01-07.wav,calm,274.9594,0.011558359,-327.91495,83.23516,14.276167,18.36835,17.425264,8.392051,-0.63163054,-4.602574,3.889127,1.9737531,0.6816957,2.8391807,6.6644573
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-02-01-02-02-07.wav,calm,273.78152,0.010296783,-341.3471,79.22825,2.368401,13.047003,12.349646,1.4710795,-4.0628667,-10.716001,0.18872778,-1.5904213,-4.932255,0.006930504,3.6491444
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-01-01-07.wav,calm,275.07956,0.015355783,-245.39812,65.62896,2.194732,22.399147,17.403778,-4.0059237,-13.416574,-7.9359407,7.1460385,-4.2180753,1.5943269,0.62709785,2.6225643
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-01-02-07.wav,calm,274.14136,0.008009408,-314.25595,65.71329,1.6688058,20.023048,8.239936,-1.499604,-7.5002813,-16.107794,-0.74690294,-3.2699888,-4.395131,-1.153897,1.9217887
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-02-01-07.wav,calm,274.54773,0.013944177,-296.02823,69.73913,9.074792,18.022196,12.298825,-0.952378,-8.341359,-10.686603,-1.723139,-4.1836724,-2.9586046,-2.393256,0.925269
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-02-02-02-02-07.wav,calm,275.28287,0.019423546,-277.06833,89.0828,6.3139653,16.856203,12.340229,-3.6007307,-8.971121,-12.714769,4.2979045,-0.8495335,0.85119456,-0.6251603,6.2979646
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-01-01-07.wav,happy,275.17197,0.006432699,-334.91873,73.87559,-4.2752285,21.81032,12.825294,1.9610181,-2.853672,-7.2183022,2.1406207,4.1174436,-0.9834153,3.0579412,5.5896344
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-01-02-07.wav,happy,269.20837,0.015027215,-333.8916,77.046036,-5.493261,14.967543,8.586666,-6.111676,-7.806066,-8.928539,1.5642288,-1.0575194,-5.099205,1.8876485,2.319913
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-02-01-07.wav,happy,269.90628,0.019700559,-315.3887,72.07157,-8.338319,14.75273,7.8853393,-2.3400486,-10.324597,-10.825144,-0.21125346,0.86042464,-6.836993,1.284106,4.6142154
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-03-01-02-02-07.wav,happy,269.90628,0.019700559,-315.3887,72.07157,-8.338319,14.75273,7.8853393,-2.3400486,-10.324597,-10.825144,-0.21125346,0.86042464,-6.836993,1.284106,4.6142154
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-01-01-07.wav,happy,275.40445,0.017864978,-309.98642,64.912476,-11.3671465,7.572599,7.909039,-13.907801,-13.02934,-8.926921,-9.962192,1.367882,-4.454305,0.08726907,5.7695665
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-01-02-07.wav,happy,269.60532,0.016445851,-286.33105,48.289833,-12.470585,13.043017,3.930115,-12.64649,-14.257563,-6.722171,-7.491051,-0.9383267,-5.87043,-2.0011513,0.96576315
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-02-01-07.wav,happy,275.0503,0.011073215,-326.51736,64.012665,-18.394394,9.18315,7.069769,-17.78734,-10.436975,-11.667599,-11.177217,2.5710351,-9.503173,-1.5959685,0.82479584
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-03-02-02-02-07.wav,happy,273.5223,0.017384656,-320.86383,48.62305,-11.483982,5.861838,8.803366,-10.313655,-16.785723,-3.5848482,-7.820214,0.05502016,-4.183503,-3.2636602,2.8687081
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-01-01-07.wav,sad,273.82132,0.007017339,-380.9076,71.64146,2.2744608,10.949549,7.7313495,-2.3157432,-4.3271613,-10.995677,-5.9559093,-2.232605,-5.077753,-5.922453,-0.8381279
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-01-02-07.wav,sad,273.827,0.0053208345,-378.5722,80.92776,7.7761917,17.321962,14.979085,-1.1099132,0.5591312,-9.924978,-3.5302253,0.95005995,-3.3024004,-0.14873336,4.2297378
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-02-01-07.wav,sad,275.15872,0.011355058,-350.95087,75.68725,10.462436,9.995413,7.7961807,-0.81414306,-3.8673687,-12.025189,-5.3983865,-1.6866535,-5.7736297,-4.6060467,1.3564932
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-04-01-02-02-07.wav,sad,270.01782,0.014823148,-327.77478,74.17573,-2.198365,14.116749,7.7194505,-9.593446,-5.9547315,-13.528625,-9.130251,-1.4461367,-7.5461545,-0.277179,0.69225967
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-01-01-07.wav,sad,268.37396,0.009218931,-323.78006,73.63094,-8.953109,14.37116,13.750573,-11.537727,-16.592737,-8.30707,-17.779596,-9.041086,-12.127895,-7.3498206,-2.7757707
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-01-02-07.wav,sad,269.83243,0.004698056,-371.50583,60.50648,1.667944,12.631039,10.283224,-10.620159,-9.325543,-4.6715336,-10.275342,-1.9739678,-6.629715,-6.846422,-0.128024
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-02-01-07.wav,sad,268.81958,0.025794664,-303.41736,55.19984,2.6939862,10.326441,8.52831,-2.5360355,-14.198379,-8.47,-10.112608,-6.4758105,-8.498518,-6.3108025,1.286513
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-04-02-02-02-07.wav,sad,274.34415,0.006521198,-377.6314,55.796394,1.6499792,11.262543,11.893612,-9.540278,-14.219032,-6.450938,-16.124762,-5.0785604,-7.2870684,-7.937906,-2.1286302
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-01-01-07.wav,angry,274.91113,0.0074936673,-374.80762,49.5024,-8.296545,14.323765,6.6898756,-7.830781,0.6107287,-10.374091,-4.742705,4.1672997,-1.0342566,-3.3966596,7.795166
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-01-02-07.wav,angry,275.03427,0.010366687,-354.3616,39.477787,-10.19383,10.718496,4.5054984,-13.663072,-1.5924315,-6.1257024,-4.6416187,1.7590126,-2.4308288,-2.5606952,3.2542708
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-02-01-07.wav,angry,268.80353,0.008104377,-344.48477,56.84023,5.9468555,16.410358,7.3068676,-4.181267,-1.9918602,-9.588319,-5.6453714,0.27694964,-4.4116163,-2.3489387,5.057839
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-05-01-02-02-07.wav,angry,275.36664,0.013880932,-323.43704,48.361454,-1.2202384,13.228262,0.6911688,-10.207877,-4.5368576,-10.628401,-4.0334916,-0.9029384,-4.7465672,-0.32724673,0.73722565
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-01-01-07.wav,angry,274.62595,0.0028694377,-403.35675,43.36704,-4.660625,14.156895,9.494503,-10.049195,-4.9433503,-1.1130353,-5.437209,4.2757273,-0.4779206,1.7620083,5.7402782
C:\Users\Sidath Mendis\Desktop\Reasearch\System-implementation\MaCoDeR\datasets\raw\RAVDESS\Audio_Speech_Actors_01-24\Actor_07\03-01-05-02-01-02-07.wav,angry,268.0894,0.0069218786,-361.6022,33.200634,-12.125655,11.891398,5.642279,-14.986983,-4.220945,0.35562503,-6.5518007,2.9054365,-2.405846,-1.088655,2.6650193
