emotion,temporal_emotion,stress_level,cognitive_state,cognitive_confidence,fusion_confidence,blink_count,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,final_emotion,emotion_agreement,fused_stress,fused_stress_score,fusion_score,cognitive_load,deception_risk,risk_score,risk_level,risk_breakdown,temporal_state,timestamp
neutral,neutral,LOW,Stable emotional condition,0.81,0.672,5,sad,0.27952380952380956,low,0.4367,0.0,neutral,False,LOW,0.0,6.2,LOW,LOW,8.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 6.7, 'eye_avoidance': 0.0, 'head_movement': 1.6}",STABLE,2026-07-07 17:05:27
fear,fear,LOW,Negative emotional state,0.69,0.511,5,sad,0.33,medium,0.3933,0.0,fear,False,LOW,0.0,18.2,LOW,LOW,8.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.5}",STABLE,2026-07-07 17:05:28
neutral,neutral,LOW,Stable emotional condition,0.88,0.693,5,sad,0.33,medium,0.3933,0.0,neutral,False,LOW,0.0,6.2,LOW,LOW,9.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 1.5}",STABLE,2026-07-07 17:05:29
angry,angry,LOW,Negative emotional state,0.88,0.581,5,sad,0.33,medium,0.3933,0.0,angry,False,LOW,0.0,18.2,LOW,LOW,9.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,2026-07-07 17:05:29
neutral,neutral,LOW,Stable emotional condition,0.88,0.693,5,sad,0.33,medium,0.3933,0.0,neutral,False,LOW,0.0,6.2,LOW,LOW,9.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,2026-07-07 17:05:30
angry,angry,LOW,Negative emotional state,0.85,0.364,5,sad,0.33,medium,0.3933,0.0,angry,False,LOW,0.0,18.2,LOW,LOW,9.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:05:31
neutral,neutral,LOW,Stable emotional condition,0.85,0.7,5,sad,0.33,medium,0.3933,0.0,neutral,False,LOW,0.0,6.2,LOW,LOW,10.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:05:31
happy,happy,LOW,Stable emotional condition,0.87,0.462,5,sad,0.33,medium,0.3933,0.0,happy,False,LOW,0.0,3.2,LOW,LOW,10.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,2026-07-07 17:05:32
happy,happy,LOW,Stable emotional condition,0.88,0.343,5,sad,0.33,medium,0.3933,0.0,happy,False,LOW,0.0,3.2,LOW,LOW,10.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,2026-07-07 17:05:33
neutral,neutral,LOW,Stable emotional condition,0.88,0.686,5,sad,0.33,medium,0.3933,0.0,neutral,False,LOW,0.0,6.2,LOW,LOW,10.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,2026-07-07 17:05:33
sad,sad,LOW,Stable emotional condition,0.88,0.75,5,sad,0.33,medium,0.3933,0.0,sad,True,LOW,0.0,18.2,LOW,LOW,10.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",UNSTABLE,2026-07-07 17:05:34
neutral,neutral,LOW,Stable emotional condition,0.88,0.651,5,sad,0.27666666666666667,low,0.39,0.0,neutral,False,LOW,0.0,6.2,LOW,LOW,10.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,2026-07-07 17:05:35
sad,sad,LOW,Stable emotional condition,0.88,0.643,5,sad,0.27666666666666667,low,0.39,0.0,sad,True,LOW,0.0,18.2,LOW,LOW,11.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,2026-07-07 17:05:36
fear,fear,LOW,Negative emotional state,0.88,0.357,5,sad,0.27666666666666667,low,0.39,0.0,fear,False,LOW,0.0,18.2,LOW,LOW,11.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",UNSTABLE,2026-07-07 17:05:37
neutral,neutral,LOW,Stable emotional condition,0.88,0.7,5,sad,0.27666666666666667,low,0.39,0.0,neutral,False,LOW,0.0,6.2,LOW,LOW,11.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",UNSTABLE,2026-07-07 17:05:37
fear,fear,LOW,Negative emotional state,0.85,0.224,5,sad,0.27666666666666667,low,0.39,0.0,fear,False,LOW,0.0,18.2,LOW,LOW,12.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.9, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:05:38
fear,fear,LOW,Negative emotional state,0.75,0.567,5,sad,0.27666666666666667,low,0.39,0.0,fear,False,LOW,0.0,18.3,LOW,LOW,11.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:05:39
neutral,neutral,LOW,Stable emotional condition,0.77,0.672,5,sad,0.27666666666666667,low,0.39,0.0,neutral,False,LOW,0.0,6.3,LOW,LOW,12.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.9, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:05:39
sad,sad,LOW,Stable emotional condition,0.68,0.623,5,sad,0.27666666666666667,low,0.39,0.0,sad,True,LOW,0.0,18.3,LOW,LOW,12.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 11.4, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:05:40
neutral,neutral,LOW,Stable emotional condition,0.68,0.455,5,sad,0.27666666666666667,low,0.39,0.0,neutral,False,LOW,0.0,6.3,LOW,LOW,12.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 11.4, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:05:41
neutral,neutral,LOW,Stable emotional condition,0.68,0.574,5,sad,0.27666666666666667,low,0.39,0.0,neutral,False,LOW,0.0,6.3,LOW,LOW,12.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.9, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:05:42
neutral,neutral,LOW,Stable emotional condition,0.68,0.273,5,sad,0.2661904761904762,low,0.45,0.0,neutral,False,LOW,0.0,6.3,LOW,LOW,12.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:05:43
neutral,neutral,LOW,Stable emotional condition,0.85,0.693,6,sad,0.2661904761904762,low,0.45,0.0,neutral,False,LOW,0.0,6.6,LOW,LOW,12.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:05:44
neutral,neutral,LOW,Stable emotional condition,0.85,0.693,6,sad,0.2661904761904762,low,0.45,0.0,neutral,False,LOW,0.0,6.6,LOW,LOW,11.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:05:44
neutral,neutral,LOW,Stable emotional condition,0.78,0.49,6,sad,0.2661904761904762,low,0.45,0.0,neutral,False,LOW,0.0,6.6,LOW,LOW,11.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:05:45
angry,angry,LOW,Negative emotional state,0.85,0.637,6,sad,0.2661904761904762,low,0.45,0.0,angry,False,LOW,0.0,18.6,LOW,LOW,11.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:05:46
fear,fear,LOW,Negative emotional state,0.85,0.658,6,sad,0.2661904761904762,low,0.45,0.0,fear,False,LOW,0.0,18.6,LOW,LOW,11.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:05:46
fear,fear,LOW,Negative emotional state,0.85,0.42,6,sad,0.2661904761904762,low,0.45,0.0,fear,False,LOW,0.0,18.6,LOW,LOW,11.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:05:47
happy,happy,LOW,Stable emotional condition,0.68,0.686,6,sad,0.2661904761904762,low,0.45,0.0,happy,False,LOW,0.0,3.6,LOW,LOW,11.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:05:48
fear,fear,LOW,Negative emotional state,0.85,0.371,6,sad,0.2661904761904762,low,0.45,0.0,fear,False,LOW,0.0,18.6,LOW,LOW,11.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.9, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:05:48
neutral,neutral,LOW,Stable emotional condition,0.87,0.679,6,sad,0.2661904761904762,low,0.45,0.0,neutral,False,LOW,0.0,6.5,LOW,LOW,12.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.9, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,2026-07-07 17:05:49
neutral,neutral,LOW,Stable emotional condition,0.88,0.686,6,sad,0.2761904761904762,low,0.41,0.0,neutral,False,LOW,0.0,6.5,LOW,LOW,12.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,2026-07-07 17:05:50
neutral,neutral,LOW,Stable emotional condition,0.88,0.7,6,sad,0.2761904761904762,low,0.41,0.0,neutral,False,LOW,0.0,6.5,LOW,LOW,11.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,2026-07-07 17:05:51
neutral,neutral,LOW,Stable emotional condition,0.88,0.686,6,sad,0.2761904761904762,low,0.41,0.0,neutral,False,LOW,0.0,6.5,LOW,LOW,11.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,2026-07-07 17:05:52
happy,happy,LOW,Stable emotional condition,0.7,0.595,6,sad,0.2761904761904762,low,0.41,0.0,happy,False,LOW,0.0,3.5,LOW,LOW,11.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,2026-07-07 17:05:53
neutral,neutral,LOW,Stable emotional condition,0.9,0.546,6,sad,0.2761904761904762,low,0.41,0.0,neutral,False,LOW,0.0,6.5,LOW,LOW,11.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,2026-07-07 17:05:53
neutral,neutral,LOW,Stable emotional condition,0.96,0.693,6,sad,0.2761904761904762,low,0.41,0.0,neutral,False,LOW,0.0,6.4,LOW,LOW,10.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.4}",FLUCTUATING,2026-07-07 17:05:54
fear,fear,LOW,Negative emotional state,0.9,0.7,6,sad,0.2761904761904762,low,0.41,0.0,fear,False,LOW,0.0,18.5,LOW,LOW,10.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,2026-07-07 17:05:55
angry,angry,LOW,Negative emotional state,0.88,0.504,6,sad,0.2761904761904762,low,0.41,0.0,angry,False,LOW,0.0,18.5,LOW,LOW,10.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,2026-07-07 17:05:56
neutral,neutral,LOW,Stable emotional condition,0.88,0.658,6,sad,0.2761904761904762,low,0.41,0.0,neutral,False,LOW,0.0,6.5,LOW,LOW,10.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,2026-07-07 17:05:56
angry,angry,LOW,Negative emotional state,0.87,0.588,6,sad,0.2761904761904762,low,0.41,0.0,angry,False,LOW,0.0,18.5,LOW,LOW,10.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,2026-07-07 17:05:57
sad,sad,LOW,Stable emotional condition,0.69,0.483,6,sad,0.33666666666666667,low,0.4,0.0,sad,True,LOW,0.0,18.5,LOW,LOW,10.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",UNSTABLE,2026-07-07 17:06:00
neutral,neutral,LOW,Stable emotional condition,0.85,0.644,6,sad,0.33666666666666667,low,0.4,0.0,neutral,False,LOW,0.0,6.6,LOW,LOW,10.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",UNSTABLE,2026-07-07 17:06:02
fear,fear,LOW,Negative emotional state,0.85,0.637,6,sad,0.33666666666666667,low,0.4,0.0,fear,False,LOW,0.0,18.6,LOW,LOW,10.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",UNSTABLE,2026-07-07 17:06:04
fear,fear,LOW,Negative emotional state,0.85,0.357,6,sad,0.33666666666666667,low,0.4,0.0,fear,False,LOW,0.0,18.6,LOW,LOW,10.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:06:05
fear,fear,LOW,Negative emotional state,0.83,0.672,6,sad,0.33666666666666667,low,0.4,0.0,fear,False,LOW,0.0,18.7,LOW,LOW,10.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.7}",FLUCTUATING,2026-07-07 17:06:06
neutral,neutral,LOW,Stable emotional condition,0.84,0.7,6,sad,0.33666666666666667,low,0.4,0.0,neutral,False,LOW,0.0,6.7,LOW,LOW,10.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.7}",FLUCTUATING,2026-07-07 17:06:07
fear,fear,LOW,Negative emotional state,0.84,0.658,6,sad,0.33666666666666667,low,0.4,0.0,fear,False,LOW,0.0,18.7,LOW,LOW,10.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.7}",FLUCTUATING,2026-07-07 17:06:08
neutral,neutral,LOW,Stable emotional condition,0.83,0.7,6,sad,0.33666666666666667,low,0.4,0.0,neutral,False,LOW,0.0,6.7,LOW,LOW,10.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.7}",FLUCTUATING,2026-07-07 17:06:08
neutral,neutral,LOW,Stable emotional condition,0.83,0.679,6,sad,0.33666666666666667,low,0.4,0.0,neutral,False,LOW,0.0,6.7,LOW,LOW,10.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.7}",FLUCTUATING,2026-07-07 17:06:09
happy,happy,LOW,Stable emotional condition,0.67,0.665,6,sad,0.33666666666666667,low,0.4,0.0,happy,False,LOW,0.0,3.7,LOW,LOW,10.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.7}",FLUCTUATING,2026-07-07 17:06:10
fear,fear,LOW,Negative emotional state,0.84,0.588,6,sad,0.30666666666666664,low,0.42,0.0,fear,False,LOW,0.0,18.7,LOW,LOW,11.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.7}",FLUCTUATING,2026-07-07 17:06:11
neutral,neutral,LOW,Stable emotional condition,0.84,0.693,6,sad,0.30666666666666664,low,0.42,0.0,neutral,False,LOW,0.0,6.7,LOW,LOW,11.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.7}",FLUCTUATING,2026-07-07 17:06:12
happy,happy,LOW,Stable emotional condition,0.84,0.567,6,sad,0.30666666666666664,low,0.42,0.0,happy,False,LOW,0.0,3.7,LOW,LOW,11.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.9, 'eye_avoidance': 0.0, 'head_movement': 1.7}",FLUCTUATING,2026-07-07 17:06:13
neutral,neutral,LOW,Stable emotional condition,0.84,0.693,6,sad,0.30666666666666664,low,0.42,0.0,neutral,False,LOW,0.0,6.7,LOW,LOW,12.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.9, 'eye_avoidance': 0.0, 'head_movement': 1.7}",FLUCTUATING,2026-07-07 17:06:14
neutral,neutral,LOW,Stable emotional condition,0.84,0.693,6,sad,0.30666666666666664,low,0.42,0.0,neutral,False,LOW,0.0,6.6,LOW,LOW,12.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:06:15
neutral,neutral,LOW,Stable emotional condition,0.85,0.616,6,sad,0.30666666666666664,low,0.42,0.0,neutral,False,LOW,0.0,6.6,LOW,LOW,12.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",FLUCTUATING,2026-07-07 17:06:15
neutral,neutral,LOW,Stable emotional condition,0.88,0.616,6,sad,0.30666666666666664,low,0.42,0.0,neutral,False,LOW,0.0,6.5,LOW,LOW,11.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.5}",FLUCTUATING,2026-07-07 17:06:16
