emotion,visual_emotion_confidence,temporal_emotion,final_emotion,stress_level,visual_stress,cognitive_load,deception_risk,visual_cognitive_state,cognitive_confidence,fusion_confidence,temporal_state,blink_count,movement_score,gaze_direction,gaze_stability,gaze_shift_frequency,video_quality,head_pose,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,audio_quality,emotion_agreement,fused_stress,fused_stress_score,fusion_score,risk_score,risk_level,risk_breakdown,cognitive_state,modality_weights,quality_warning,timestamp
neutral,0.64,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.354,STABLE,2,5.83,CENTER,0.98,2,0.509,"{'yaw': 7.8, 'pitch': 3.46, 'roll': -0.23}",angry,0.6166666666666667,medium,0.3933,0.1116,0.819,False,LOW,0.0,18.8,4.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.9}",Negative emotional state,"{'visual': 0.392, 'audio': 0.608}",False,2026-07-08 15:25:21
neutral,0.64,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.354,STABLE,2,5.85,CENTER,0.98,2,0.509,"{'yaw': 3.75, 'pitch': 5.1, 'roll': -0.02}",angry,0.6166666666666667,medium,0.3933,0.1116,0.819,False,LOW,0.0,18.8,4.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.9}",Negative emotional state,"{'visual': 0.392, 'audio': 0.608}",False,2026-07-08 15:25:21
happy,0.75,happy,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.354,STABLE,2,5.57,CENTER,0.98,2,0.51,"{'yaw': 2.82, 'pitch': 4.55, 'roll': 0.01}",angry,0.6166666666666667,medium,0.3933,0.1116,0.819,False,LOW,0.0,18.7,4.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.8}",Negative emotional state,"{'visual': 0.431, 'audio': 0.569}",False,2026-07-08 15:25:22
happy,0.75,happy,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.354,STABLE,2,5.29,CENTER,0.98,2,0.51,"{'yaw': -1.1, 'pitch': 3.81, 'roll': -0.06}",angry,0.6166666666666667,medium,0.3933,0.1116,0.819,False,LOW,0.0,18.5,3.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.6}",Negative emotional state,"{'visual': 0.431, 'audio': 0.569}",False,2026-07-08 15:25:22
sad,1.0,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.356,STABLE,2,5.01,CENTER,0.98,2,0.509,"{'yaw': -1.91, 'pitch': 3.64, 'roll': -0.06}",angry,0.6166666666666667,medium,0.3933,0.1116,0.819,False,LOW,0.0,18.4,4.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.2, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 0.502, 'audio': 0.498}",False,2026-07-08 15:25:23
sad,1.0,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.356,STABLE,3,4.78,CENTER,0.98,2,0.508,"{'yaw': -0.64, 'pitch': 3.39, 'roll': -0.02}",angry,0.6166666666666667,medium,0.3933,0.1116,0.819,False,LOW,0.0,18.6,4.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.2, 'head_movement': 2.4}",Stable emotional condition,"{'visual': 0.501, 'audio': 0.499}",False,2026-07-08 15:25:23
neutral,0.96,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.354,STABLE,3,4.55,CENTER,0.98,2,0.508,"{'yaw': 0.71, 'pitch': 4.06, 'roll': 0.02}",angry,0.6166666666666667,medium,0.3933,0.1116,0.819,False,LOW,0.0,18.5,4.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 2.3}",Negative emotional state,"{'visual': 0.491, 'audio': 0.509}",False,2026-07-08 15:25:23
neutral,0.96,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.354,STABLE,3,4.42,CENTER,0.98,2,0.507,"{'yaw': 2.15, 'pitch': 4.18, 'roll': -0.01}",angry,0.6166666666666667,medium,0.3933,0.1116,0.819,False,LOW,0.0,18.4,4.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 2.2}",Negative emotional state,"{'visual': 0.491, 'audio': 0.509}",False,2026-07-08 15:25:24
neutral,0.99,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.354,STABLE,3,4.23,CENTER,0.98,2,0.506,"{'yaw': 1.92, 'pitch': 3.7, 'roll': -0.07}",angry,0.6166666666666667,medium,0.3933,0.1116,0.819,False,LOW,0.0,18.3,4.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.2, 'head_movement': 2.1}",Negative emotional state,"{'visual': 0.498, 'audio': 0.502}",False,2026-07-08 15:25:24
neutral,0.99,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.378,STABLE,3,4.1,CENTER,0.98,2,0.507,"{'yaw': 5.15, 'pitch': 3.93, 'roll': -0.06}",angry,0.6533333333333333,low,0.4267,0.1161,0.826,False,LOW,0.0,18.2,3.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.1}",Negative emotional state,"{'visual': 0.482, 'audio': 0.518}",False,2026-07-08 15:25:25
sad,0.57,sad,angry,LOW,LOW,LOW,LOW,FOCUSED,0.72,0.378,STABLE,3,4.16,CENTER,0.98,2,0.509,"{'yaw': 6.25, 'pitch': 3.15, 'roll': -0.12}",angry,0.6533333333333333,low,0.4267,0.1161,0.826,False,LOW,0.0,18.3,3.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.1}",Negative emotional state,"{'visual': 0.35, 'audio': 0.65}",False,2026-07-08 15:25:26
sad,0.57,sad,angry,LOW,LOW,LOW,LOW,FOCUSED,0.74,0.378,STABLE,3,4.19,CENTER,0.98,2,0.509,"{'yaw': 5.46, 'pitch': 2.37, 'roll': -0.11}",angry,0.6533333333333333,low,0.4267,0.1161,0.826,False,LOW,0.0,18.3,3.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.1}",Negative emotional state,"{'visual': 0.35, 'audio': 0.65}",False,2026-07-08 15:25:26
sad,0.7,sad,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.378,STABLE,3,4.2,CENTER,0.98,2,0.51,"{'yaw': 5.15, 'pitch': 2.91, 'roll': -0.14}",angry,0.6533333333333333,low,0.4267,0.1161,0.826,False,LOW,0.0,18.3,3.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.1}",Negative emotional state,"{'visual': 0.398, 'audio': 0.602}",False,2026-07-08 15:25:27
sad,0.7,sad,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.378,STABLE,3,4.22,CENTER,0.98,2,0.509,"{'yaw': 5.66, 'pitch': 2.68, 'roll': -0.12}",angry,0.6533333333333333,low,0.4267,0.1161,0.826,False,LOW,0.0,18.3,3.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.1}",Negative emotional state,"{'visual': 0.398, 'audio': 0.602}",False,2026-07-08 15:25:27
neutral,0.54,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.378,STABLE,3,4.25,CENTER,0.98,2,0.509,"{'yaw': 5.87, 'pitch': 2.44, 'roll': -0.12}",angry,0.6533333333333333,low,0.4267,0.1161,0.826,False,LOW,0.0,18.3,3.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.1}",Negative emotional state,"{'visual': 0.337, 'audio': 0.663}",False,2026-07-08 15:25:28
neutral,0.54,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.378,STABLE,3,4.3,CENTER,0.98,2,0.508,"{'yaw': 5.85, 'pitch': 2.26, 'roll': -0.12}",angry,0.6533333333333333,low,0.4267,0.1161,0.826,False,LOW,0.0,18.4,3.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.2}",Negative emotional state,"{'visual': 0.337, 'audio': 0.663}",False,2026-07-08 15:25:28
neutral,0.69,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.378,STABLE,3,4.34,CENTER,0.98,2,0.508,"{'yaw': 5.69, 'pitch': 2.02, 'roll': -0.13}",angry,0.6533333333333333,low,0.4267,0.1161,0.826,False,LOW,0.0,18.4,3.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.2}",Negative emotional state,"{'visual': 0.394, 'audio': 0.606}",False,2026-07-08 15:25:28
neutral,0.69,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.378,STABLE,3,4.37,CENTER,0.98,2,0.509,"{'yaw': 5.17, 'pitch': 1.97, 'roll': -0.12}",angry,0.6533333333333333,low,0.4267,0.1161,0.826,False,LOW,0.0,18.4,3.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.2}",Negative emotional state,"{'visual': 0.394, 'audio': 0.606}",False,2026-07-08 15:25:29
neutral,0.54,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.378,STABLE,3,4.41,CENTER,0.98,2,0.509,"{'yaw': 5.29, 'pitch': 1.93, 'roll': -0.13}",angry,0.6533333333333333,low,0.4267,0.1161,0.826,False,LOW,0.0,18.4,3.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.2}",Negative emotional state,"{'visual': 0.337, 'audio': 0.663}",False,2026-07-08 15:25:29
neutral,0.54,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.343,STABLE,3,4.4,CENTER,0.98,2,0.51,"{'yaw': 5.53, 'pitch': 1.96, 'roll': -0.13}",angry,0.6233333333333333,medium,0.4567,0.0919,0.785,False,LOW,0.0,18.4,3.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.2}",Negative emotional state,"{'visual': 0.36, 'audio': 0.64}",False,2026-07-08 15:25:30
neutral,0.62,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.343,STABLE,3,4.33,CENTER,0.98,2,0.508,"{'yaw': 5.91, 'pitch': 2.15, 'roll': -0.12}",angry,0.6233333333333333,medium,0.4567,0.0919,0.785,False,LOW,0.0,18.4,3.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.2}",Negative emotional state,"{'visual': 0.392, 'audio': 0.608}",False,2026-07-08 15:25:31
neutral,0.62,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.343,STABLE,3,4.21,CENTER,0.98,2,0.508,"{'yaw': 4.78, 'pitch': 1.73, 'roll': -0.12}",angry,0.6233333333333333,medium,0.4567,0.0919,0.785,False,LOW,0.0,18.3,3.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.1}",Negative emotional state,"{'visual': 0.392, 'audio': 0.608}",False,2026-07-08 15:25:31
neutral,0.5,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.75,0.343,STABLE,3,4.06,CENTER,0.98,2,0.509,"{'yaw': 4.26, 'pitch': 1.65, 'roll': -0.12}",angry,0.6233333333333333,medium,0.4567,0.0919,0.785,False,LOW,0.0,18.2,3.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.0}",Negative emotional state,"{'visual': 0.342, 'audio': 0.658}",False,2026-07-08 15:25:31
neutral,0.5,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.343,STABLE,3,3.92,CENTER,0.98,2,0.509,"{'yaw': 4.23, 'pitch': 1.55, 'roll': -0.12}",angry,0.6233333333333333,medium,0.4567,0.0919,0.785,False,LOW,0.0,18.2,3.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 2.0}",Negative emotional state,"{'visual': 0.342, 'audio': 0.658}",False,2026-07-08 15:25:32
neutral,0.83,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.343,STABLE,3,3.75,CENTER,0.98,2,0.509,"{'yaw': 4.57, 'pitch': 1.64, 'roll': -0.13}",angry,0.6233333333333333,medium,0.4567,0.0919,0.785,False,LOW,0.0,18.1,3.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 1.9}",Negative emotional state,"{'visual': 0.463, 'audio': 0.537}",False,2026-07-08 15:25:32
neutral,0.83,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.343,STABLE,3,3.61,CENTER,0.98,2,0.509,"{'yaw': 5.05, 'pitch': 2.07, 'roll': -0.14}",angry,0.6233333333333333,medium,0.4567,0.0919,0.785,False,LOW,0.0,18.0,3.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 1.8}",Negative emotional state,"{'visual': 0.463, 'audio': 0.537}",False,2026-07-08 15:25:33
sad,0.78,sad,angry,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.343,STABLE,3,3.54,CENTER,0.98,2,0.509,"{'yaw': 4.57, 'pitch': 2.15, 'roll': -0.08}",angry,0.6233333333333333,medium,0.4567,0.0919,0.785,False,LOW,0.0,18.0,3.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 1.8}",Negative emotional state,"{'visual': 0.448, 'audio': 0.552}",False,2026-07-08 15:25:33
sad,0.78,sad,angry,LOW,LOW,LOW,LOW,FOCUSED,0.77,0.343,STABLE,3,3.64,CENTER,0.98,2,0.508,"{'yaw': -0.69, 'pitch': 3.88, 'roll': -0.04}",angry,0.6233333333333333,medium,0.4567,0.0919,0.785,False,LOW,0.0,18.0,3.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.2, 'head_movement': 1.8}",Negative emotional state,"{'visual': 0.447, 'audio': 0.553}",False,2026-07-08 15:25:33
sad,1.0,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.356,STABLE,3,3.91,CENTER,0.98,2,0.508,"{'yaw': -1.57, 'pitch': 5.88, 'roll': 0.06}",angry,0.6233333333333333,medium,0.4567,0.0919,0.785,False,LOW,0.0,18.2,3.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.2, 'head_movement': 2.0}",Stable emotional condition,"{'visual': 0.509, 'audio': 0.491}",False,2026-07-08 15:25:34
sad,1.0,sad,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.368,STABLE,3,4.12,CENTER,0.98,2,0.508,"{'yaw': -2.65, 'pitch': 5.95, 'roll': 0.02}",angry,0.6766666666666666,high,0.35,0.0875,0.777,False,LOW,0.0,18.3,3.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 2.1}",Negative emotional state,"{'visual': 0.491, 'audio': 0.509}",False,2026-07-08 15:25:35
happy,0.6,happy,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.368,STABLE,3,4.11,CENTER,0.98,1,0.509,"{'yaw': 5.32, 'pitch': 5.74, 'roll': -0.07}",angry,0.6766666666666666,high,0.35,0.0875,0.777,False,LOW,0.0,18.3,4.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.2, 'head_movement': 2.1}",Negative emotional state,"{'visual': 0.367, 'audio': 0.633}",False,2026-07-08 15:25:35
happy,0.6,happy,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.368,STABLE,3,4.22,CENTER,1.0,0,0.508,"{'yaw': 7.27, 'pitch': 5.45, 'roll': -0.06}",angry,0.6766666666666666,high,0.35,0.0875,0.777,False,LOW,0.0,18.1,4.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 2.1}",Negative emotional state,"{'visual': 0.367, 'audio': 0.633}",False,2026-07-08 15:25:36
sad,1.0,sad,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.368,STABLE,3,4.3,CENTER,1.0,0,0.509,"{'yaw': 7.14, 'pitch': 4.99, 'roll': -0.08}",angry,0.6766666666666666,high,0.35,0.0875,0.777,False,LOW,0.0,18.1,4.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Negative emotional state,"{'visual': 0.492, 'audio': 0.508}",False,2026-07-08 15:25:36
sad,1.0,sad,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.368,STABLE,3,4.36,CENTER,1.0,0,0.509,"{'yaw': 8.7, 'pitch': 5.5, 'roll': -0.01}",angry,0.6766666666666666,high,0.35,0.0875,0.777,False,LOW,0.0,18.2,4.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Negative emotional state,"{'visual': 0.492, 'audio': 0.508}",False,2026-07-08 15:25:37
happy,0.62,happy,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.368,STABLE,3,4.26,CENTER,1.0,0,0.508,"{'yaw': 7.92, 'pitch': 5.24, 'roll': -0.07}",angry,0.6766666666666666,high,0.35,0.0875,0.777,False,LOW,0.0,18.1,3.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 2.1}",Negative emotional state,"{'visual': 0.375, 'audio': 0.625}",False,2026-07-08 15:25:37
happy,0.62,happy,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.368,STABLE,4,4.17,CENTER,1.0,0,0.507,"{'yaw': 1.41, 'pitch': 2.86, 'roll': 0.01}",angry,0.6766666666666666,high,0.35,0.0875,0.777,False,LOW,0.0,18.4,3.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.1}",Negative emotional state,"{'visual': 0.374, 'audio': 0.626}",False,2026-07-08 15:25:37
fear,0.84,fear,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.368,STABLE,4,4.57,CENTER,1.0,0,0.507,"{'yaw': -4.24, 'pitch': 0.94, 'roll': -0.07}",angry,0.6766666666666666,high,0.35,0.0875,0.777,False,LOW,0.0,18.6,3.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.3}",Negative emotional state,"{'visual': 0.448, 'audio': 0.552}",False,2026-07-08 15:25:38
fear,0.84,fear,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.368,STABLE,4,4.97,CENTER,1.0,0,0.509,"{'yaw': -4.81, 'pitch': 1.64, 'roll': -0.08}",angry,0.6766666666666666,high,0.35,0.0875,0.777,False,LOW,0.0,18.8,3.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Negative emotional state,"{'visual': 0.448, 'audio': 0.552}",False,2026-07-08 15:25:38
sad,0.75,sad,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.368,STABLE,5,5.17,CENTER,1.0,0,0.508,"{'yaw': -2.53, 'pitch': 1.55, 'roll': -0.05}",angry,0.6766666666666666,high,0.35,0.0875,0.777,False,LOW,0.0,19.3,3.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.6}",Negative emotional state,"{'visual': 0.42, 'audio': 0.58}",False,2026-07-08 15:25:38
sad,0.75,sad,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.366,STABLE,5,5.3,CENTER,1.0,0,0.509,"{'yaw': -0.57, 'pitch': 0.56, 'roll': -0.02}",angry,0.6166666666666667,medium,0.4133,0.1318,0.848,False,LOW,0.0,19.3,3.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Negative emotional state,"{'visual': 0.422, 'audio': 0.578}",False,2026-07-08 15:25:39
sad,0.65,sad,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.366,STABLE,5,5.36,CENTER,1.0,0,0.509,"{'yaw': -1.03, 'pitch': 2.99, 'roll': -0.02}",angry,0.6166666666666667,medium,0.4133,0.1318,0.848,False,LOW,0.0,19.3,3.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Negative emotional state,"{'visual': 0.388, 'audio': 0.612}",False,2026-07-08 15:25:40
sad,0.65,sad,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.366,STABLE,5,5.45,CENTER,1.0,0,0.51,"{'yaw': -0.88, 'pitch': 1.24, 'roll': -0.03}",angry,0.6166666666666667,medium,0.4133,0.1318,0.848,False,LOW,0.0,19.4,3.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Negative emotional state,"{'visual': 0.388, 'audio': 0.612}",False,2026-07-08 15:25:40
fear,0.73,fear,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.366,STABLE,5,5.54,CENTER,1.0,0,0.509,"{'yaw': 0.09, 'pitch': 0.22, 'roll': -0.0}",angry,0.6166666666666667,medium,0.4133,0.1318,0.848,False,LOW,0.0,19.4,3.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.8}",Negative emotional state,"{'visual': 0.415, 'audio': 0.585}",False,2026-07-08 15:25:41
fear,0.73,fear,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.366,STABLE,5,5.58,CENTER,1.0,0,0.509,"{'yaw': 2.39, 'pitch': -0.05, 'roll': 0.03}",angry,0.6166666666666667,medium,0.4133,0.1318,0.848,False,LOW,0.0,19.5,3.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.8}",Negative emotional state,"{'visual': 0.415, 'audio': 0.585}",False,2026-07-08 15:25:41
neutral,0.58,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.366,STABLE,5,5.58,CENTER,1.0,0,0.509,"{'yaw': 2.23, 'pitch': 0.73, 'roll': 0.06}",angry,0.6166666666666667,medium,0.4133,0.1318,0.848,False,LOW,0.0,19.5,3.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.8}",Negative emotional state,"{'visual': 0.361, 'audio': 0.639}",False,2026-07-08 15:25:41
neutral,0.58,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.366,STABLE,5,5.58,CENTER,1.0,0,0.51,"{'yaw': 1.4, 'pitch': 0.74, 'roll': 0.04}",angry,0.6166666666666667,medium,0.4133,0.1318,0.848,False,LOW,0.0,19.5,3.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.8}",Negative emotional state,"{'visual': 0.361, 'audio': 0.639}",False,2026-07-08 15:25:42
fear,0.99,fear,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.366,STABLE,5,5.58,CENTER,1.0,0,0.51,"{'yaw': 1.48, 'pitch': 0.61, 'roll': 0.05}",angry,0.6166666666666667,medium,0.4133,0.1318,0.848,False,LOW,0.0,19.5,3.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.8}",Negative emotional state,"{'visual': 0.491, 'audio': 0.509}",False,2026-07-08 15:25:42
fear,0.99,fear,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.366,STABLE,5,5.6,CENTER,1.0,0,0.51,"{'yaw': 1.67, 'pitch': 0.07, 'roll': 0.04}",angry,0.6166666666666667,medium,0.4133,0.1318,0.848,False,LOW,0.0,19.5,3.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.8}",Negative emotional state,"{'visual': 0.491, 'audio': 0.509}",False,2026-07-08 15:25:42
happy,0.48,happy,angry,LOW,LOW,LOW,LOW,FOCUSED,0.72,0.366,STABLE,5,5.6,CENTER,1.0,0,0.51,"{'yaw': 1.48, 'pitch': 0.3, 'roll': 0.03}",angry,0.6166666666666667,medium,0.4133,0.1318,0.848,False,LOW,0.0,19.5,3.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.8}",Negative emotional state,"{'visual': 0.319, 'audio': 0.681}",False,2026-07-08 15:25:43
happy,0.48,happy,angry,LOW,LOW,LOW,LOW,FOCUSED,0.75,0.355,STABLE,5,5.55,CENTER,1.0,0,0.51,"{'yaw': 1.33, 'pitch': 1.35, 'roll': -0.02}",angry,0.6266666666666667,medium,0.4267,0.1059,0.81,False,LOW,0.0,19.4,3.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.8}",Negative emotional state,"{'visual': 0.325, 'audio': 0.675}",False,2026-07-08 15:25:44
neutral,0.94,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.355,STABLE,5,5.51,CENTER,1.0,0,0.509,"{'yaw': 1.52, 'pitch': 0.63, 'roll': -0.01}",angry,0.6266666666666667,medium,0.4267,0.1059,0.81,False,LOW,0.0,19.4,3.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.8}",Negative emotional state,"{'visual': 0.485, 'audio': 0.515}",False,2026-07-08 15:25:44
