emotion,visual_emotion_confidence,temporal_emotion,final_emotion,stress_level,visual_stress,cognitive_load,deception_risk,visual_cognitive_state,cognitive_confidence,fusion_confidence,temporal_state,blink_count,movement_score,gaze_direction,gaze_stability,gaze_shift_frequency,head_pose,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,emotion_agreement,fused_stress,fused_stress_score,fusion_score,risk_score,risk_level,risk_breakdown,cognitive_state,timestamp
happy,0.98,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.686,FLUCTUATING,2,4.95,CENTER,1.0,0,"{'yaw': -6.21, 'pitch': 3.2, 'roll': -0.13}",sad,0.3705555555555555,medium,0.3533,0.0,False,LOW,0.0,3.1,11.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,2026-07-07 16:53:53
fear,0.8,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.77,0.56,FLUCTUATING,2,5.19,CENTER,1.0,0,"{'yaw': -6.95, 'pitch': 3.21, 'roll': -0.12}",sad,0.3705555555555555,medium,0.3533,0.0,False,LOW,0.0,18.3,12.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 2.6}",Negative emotional state,2026-07-07 16:53:53
fear,0.75,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.525,FLUCTUATING,2,5.34,CENTER,1.0,0,"{'yaw': -5.48, 'pitch': 3.27, 'roll': -0.1}",sad,0.3705555555555555,medium,0.3533,0.0,False,LOW,0.0,18.3,12.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Negative emotional state,2026-07-07 16:53:54
fear,0.9,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.63,FLUCTUATING,2,5.38,CENTER,1.0,0,"{'yaw': -3.25, 'pitch': 2.46, 'roll': -0.1}",sad,0.3072222222222222,low,0.35,0.0,False,LOW,0.0,18.4,12.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Negative emotional state,2026-07-07 16:53:55
fear,0.95,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.665,FLUCTUATING,2,5.42,CENTER,1.0,0,"{'yaw': -4.21, 'pitch': 2.12, 'roll': -0.09}",sad,0.3072222222222222,low,0.35,0.0,False,LOW,0.0,18.4,11.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Negative emotional state,2026-07-07 16:53:56
fear,0.89,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.623,STABLE,2,5.5,CENTER,1.0,0,"{'yaw': -5.32, 'pitch': 1.68, 'roll': -0.11}",sad,0.3072222222222222,low,0.35,0.0,False,LOW,0.0,18.4,11.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.8}",Negative emotional state,2026-07-07 16:53:56
fear,0.67,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.469,STABLE,2,5.51,CENTER,1.0,0,"{'yaw': -2.25, 'pitch': 2.73, 'roll': -0.06}",sad,0.3072222222222222,low,0.35,0.0,False,LOW,0.0,18.4,11.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.8}",Negative emotional state,2026-07-07 16:53:57
sad,0.85,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.679,FLUCTUATING,2,5.49,CENTER,1.0,0,"{'yaw': -2.31, 'pitch': 0.72, 'roll': -0.03}",sad,0.3072222222222222,low,0.35,0.0,True,LOW,0.0,18.4,10.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Stable emotional condition,2026-07-07 16:53:57
fear,0.82,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.574,FLUCTUATING,2,5.49,CENTER,1.0,0,"{'yaw': -1.96, 'pitch': 3.14, 'roll': -0.04}",sad,0.3072222222222222,low,0.35,0.0,False,LOW,0.0,18.4,10.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Negative emotional state,2026-07-07 16:53:58
fear,0.8,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.56,FLUCTUATING,2,5.38,CENTER,1.0,0,"{'yaw': -2.41, 'pitch': 1.43, 'roll': -0.1}",sad,0.3072222222222222,low,0.35,0.0,False,LOW,0.0,18.4,10.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Negative emotional state,2026-07-07 16:53:59
fear,0.97,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.679,STABLE,2,5.42,CENTER,1.0,0,"{'yaw': 1.1, 'pitch': 0.7, 'roll': -0.04}",sad,0.3072222222222222,low,0.35,0.0,False,LOW,0.0,18.4,10.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Negative emotional state,2026-07-07 16:54:00
neutral,0.45,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.315,FLUCTUATING,2,5.48,CENTER,1.0,0,"{'yaw': 0.19, 'pitch': 0.57, 'roll': -0.05}",sad,0.3072222222222222,low,0.35,0.0,False,LOW,0.0,6.4,10.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Stable emotional condition,2026-07-07 16:54:00
neutral,0.98,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.686,FLUCTUATING,3,5.42,CENTER,1.0,0,"{'yaw': -0.81, 'pitch': 2.32, 'roll': -0.07}",sad,0.3072222222222222,low,0.35,0.0,False,LOW,0.0,6.7,10.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Stable emotional condition,2026-07-07 16:54:01
angry,0.76,angry,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.532,FLUCTUATING,3,5.32,CENTER,1.0,0,"{'yaw': -0.03, 'pitch': 2.03, 'roll': -0.04}",sad,0.2643650793650793,medium,0.4067,0.0,False,LOW,0.0,18.7,10.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Negative emotional state,2026-07-07 16:54:02
angry,0.55,angry,angry,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.385,FLUCTUATING,3,5.32,CENTER,1.0,0,"{'yaw': -0.67, 'pitch': 2.46, 'roll': -0.07}",sad,0.2643650793650793,medium,0.4067,0.0,False,LOW,0.0,18.7,10.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Negative emotional state,2026-07-07 16:54:04
sad,0.4,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.432,FLUCTUATING,3,5.28,CENTER,1.0,0,"{'yaw': 0.63, 'pitch': 1.57, 'roll': -0.04}",sad,0.2643650793650793,medium,0.4067,0.0,True,LOW,0.0,18.6,10.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.6}",Stable emotional condition,2026-07-07 16:54:04
neutral,0.54,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.378,FLUCTUATING,3,5.25,CENTER,1.0,0,"{'yaw': 0.99, 'pitch': 1.05, 'roll': -0.06}",sad,0.2643650793650793,medium,0.4067,0.0,False,LOW,0.0,6.6,10.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.6}",Stable emotional condition,2026-07-07 16:54:05
sad,0.44,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.452,FLUCTUATING,3,5.11,CENTER,1.0,0,"{'yaw': 1.01, 'pitch': 1.1, 'roll': -0.05}",sad,0.2643650793650793,medium,0.4067,0.0,True,LOW,0.0,18.6,10.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.6}",Stable emotional condition,2026-07-07 16:54:06
sad,0.55,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.507,FLUCTUATING,3,4.96,CENTER,1.0,0,"{'yaw': 0.73, 'pitch': 0.43, 'roll': -0.04}",sad,0.2643650793650793,medium,0.4067,0.0,True,LOW,0.0,18.5,10.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,2026-07-07 16:54:07
sad,0.57,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.517,FLUCTUATING,3,4.76,CENTER,1.0,0,"{'yaw': 0.55, 'pitch': 0.83, 'roll': -0.06}",sad,0.2643650793650793,medium,0.4067,0.0,True,LOW,0.0,18.4,10.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.4}",Stable emotional condition,2026-07-07 16:54:07
neutral,0.96,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.672,FLUCTUATING,4,4.64,CENTER,1.0,0,"{'yaw': 0.34, 'pitch': 0.27, 'roll': -0.07}",sad,0.2643650793650793,medium,0.4067,0.0,False,LOW,0.0,6.7,10.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.3}",Stable emotional condition,2026-07-07 16:54:08
happy,0.67,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.469,FLUCTUATING,4,4.42,CENTER,1.0,0,"{'yaw': 0.3, 'pitch': 1.3, 'roll': -0.08}",sad,0.2643650793650793,medium,0.4067,0.0,False,LOW,0.0,3.5,10.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Stable emotional condition,2026-07-07 16:54:09
happy,0.65,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.455,FLUCTUATING,4,4.2,CENTER,1.0,0,"{'yaw': 0.29, 'pitch': 1.22, 'roll': -0.07}",sad,0.2643650793650793,medium,0.4067,0.0,False,LOW,0.0,3.4,9.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.1}",Stable emotional condition,2026-07-07 16:54:10
neutral,0.71,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.497,FLUCTUATING,4,4.0,CENTER,1.0,0,"{'yaw': 0.12, 'pitch': 0.83, 'roll': -0.06}",sad,0.261031746031746,medium,0.3567,0.0,False,LOW,0.0,6.3,9.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 2.0}",Stable emotional condition,2026-07-07 16:54:11
neutral,0.75,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.525,FLUCTUATING,4,4.01,CENTER,1.0,0,"{'yaw': 0.22, 'pitch': 0.68, 'roll': -0.05}",sad,0.261031746031746,medium,0.3567,0.0,False,LOW,0.0,6.3,9.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.0}",Stable emotional condition,2026-07-07 16:54:12
fear,0.57,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.399,FLUCTUATING,4,4.05,CENTER,1.0,0,"{'yaw': 0.35, 'pitch': 0.65, 'roll': -0.06}",sad,0.261031746031746,medium,0.3567,0.0,False,LOW,0.0,18.4,9.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.0}",Negative emotional state,2026-07-07 16:54:12
neutral,0.92,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.644,FLUCTUATING,5,3.98,CENTER,1.0,0,"{'yaw': 0.24, 'pitch': 0.74, 'roll': -0.07}",sad,0.261031746031746,medium,0.3567,0.0,False,LOW,0.0,6.7,9.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.0}",Stable emotional condition,2026-07-07 16:54:13
neutral,0.94,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.658,FLUCTUATING,5,3.99,CENTER,1.0,0,"{'yaw': 0.31, 'pitch': 0.6, 'roll': -0.07}",sad,0.261031746031746,medium,0.3567,0.0,False,LOW,0.0,6.7,9.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 2.0}",Stable emotional condition,2026-07-07 16:54:14
neutral,0.87,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.609,FLUCTUATING,5,3.74,CENTER,1.0,0,"{'yaw': 0.88, 'pitch': 0.8, 'roll': -0.1}",sad,0.261031746031746,medium,0.3567,0.0,False,LOW,0.0,6.5,9.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.9}",Stable emotional condition,2026-07-07 16:54:14
fear,0.62,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.434,FLUCTUATING,5,3.28,CENTER,1.0,0,"{'yaw': -1.82, 'pitch': 1.19, 'roll': -0.07}",sad,0.261031746031746,medium,0.3567,0.0,False,LOW,0.0,18.3,9.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Negative emotional state,2026-07-07 16:54:15
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.85,0.7,FLUCTUATING,5,3.15,CENTER,1.0,0,"{'yaw': -4.96, 'pitch': 1.02, 'roll': -0.11}",sad,0.261031746031746,medium,0.3567,0.0,False,LOW,0.0,6.2,8.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,2026-07-07 16:54:16
neutral,0.98,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.9,0.686,FLUCTUATING,5,2.92,CENTER,1.0,0,"{'yaw': -4.65, 'pitch': 1.05, 'roll': -0.11}",sad,0.261031746031746,medium,0.3567,0.0,False,LOW,0.0,6.1,8.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,2026-07-07 16:54:16
neutral,0.98,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.9,0.686,STABLE,5,2.91,CENTER,1.0,0,"{'yaw': -6.23, 'pitch': 2.14, 'roll': -0.1}",sad,0.261031746031746,medium,0.3567,0.0,False,LOW,0.0,6.1,8.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,2026-07-07 16:54:17
neutral,0.94,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.9,0.658,STABLE,5,2.92,CENTER,1.0,0,"{'yaw': -2.54, 'pitch': 3.08, 'roll': -0.07}",sad,0.25769841269841265,low,0.3567,0.0,False,LOW,0.0,6.1,8.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.2, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,2026-07-07 16:54:18
angry,0.99,angry,angry,LOW,LOW,LOW,LOW,FOCUSED,0.88,0.693,FLUCTUATING,5,2.97,CENTER,1.0,0,"{'yaw': -4.88, 'pitch': 2.34, 'roll': -0.09}",sad,0.25769841269841265,low,0.3567,0.0,False,LOW,0.0,18.2,9.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Negative emotional state,2026-07-07 16:54:19
fear,0.98,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.96,0.686,FLUCTUATING,5,2.9,CENTER,1.0,0,"{'yaw': -4.13, 'pitch': 1.72, 'roll': -0.09}",sad,0.25769841269841265,low,0.3567,0.0,False,LOW,0.0,18.1,9.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Negative emotional state,2026-07-07 16:54:20
angry,0.7,angry,angry,LOW,LOW,LOW,LOW,FOCUSED,0.88,0.49,FLUCTUATING,5,3.04,CENTER,1.0,0,"{'yaw': -5.94, 'pitch': 0.89, 'roll': -0.16}",sad,0.25769841269841265,low,0.3567,0.0,False,LOW,0.0,18.2,9.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Negative emotional state,2026-07-07 16:54:21
fear,0.49,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.85,0.343,FLUCTUATING,5,3.13,CENTER,1.0,0,"{'yaw': -0.78, 'pitch': 3.64, 'roll': -0.05}",sad,0.25769841269841265,low,0.3567,0.0,False,LOW,0.0,18.2,9.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Negative emotional state,2026-07-07 16:54:21
neutral,0.89,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.87,0.623,FLUCTUATING,5,3.08,CENTER,1.0,0,"{'yaw': -0.09, 'pitch': 2.27, 'roll': -0.08}",sad,0.25769841269841265,low,0.3567,0.0,False,LOW,0.0,6.2,9.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,2026-07-07 16:54:22
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.87,0.7,FLUCTUATING,5,3.1,CENTER,1.0,0,"{'yaw': -0.06, 'pitch': 2.46, 'roll': -0.07}",sad,0.25769841269841265,low,0.3567,0.0,False,LOW,0.0,6.2,10.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,2026-07-07 16:54:23
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.87,0.693,FLUCTUATING,5,3.06,CENTER,1.0,0,"{'yaw': -1.58, 'pitch': 2.13, 'roll': -0.09}",sad,0.25769841269841265,low,0.3567,0.0,False,LOW,0.0,6.2,10.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,2026-07-07 16:54:23
fear,0.73,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.87,0.511,FLUCTUATING,5,3.08,CENTER,1.0,0,"{'yaw': -3.36, 'pitch': 1.96, 'roll': -0.09}",sad,0.25769841269841265,low,0.3567,0.0,False,LOW,0.0,18.2,10.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Negative emotional state,2026-07-07 16:54:24
neutral,0.97,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.87,0.679,FLUCTUATING,5,3.08,CENTER,1.0,0,"{'yaw': -2.32, 'pitch': 2.15, 'roll': -0.08}",sad,0.25769841269841265,low,0.3567,0.0,False,LOW,0.0,6.2,10.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,2026-07-07 16:54:24
neutral,0.77,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.87,0.539,FLUCTUATING,5,3.08,CENTER,1.0,0,"{'yaw': -2.57, 'pitch': 1.79, 'roll': -0.1}",sad,0.251031746031746,medium,0.4,0.0,False,LOW,0.0,6.2,10.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,2026-07-07 16:54:26
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.87,0.7,FLUCTUATING,5,3.1,CENTER,1.0,0,"{'yaw': 0.65, 'pitch': 2.39, 'roll': -0.06}",sad,0.251031746031746,medium,0.4,0.0,False,LOW,0.0,6.2,10.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,2026-07-07 16:54:26
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.8,0.693,FLUCTUATING,5,3.07,CENTER,1.0,0,"{'yaw': -1.13, 'pitch': 1.75, 'roll': -0.08}",sad,0.251031746031746,medium,0.4,0.0,False,LOW,0.0,6.2,9.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,2026-07-07 16:54:27
fear,0.32,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.85,0.224,STABLE,5,3.17,CENTER,1.0,0,"{'yaw': -5.59, 'pitch': 0.5, 'roll': -0.12}",sad,0.251031746031746,medium,0.4,0.0,False,LOW,0.0,18.3,9.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 7.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Negative emotional state,2026-07-07 16:54:28
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.84,0.693,STABLE,5,3.28,CENTER,1.0,0,"{'yaw': -5.46, 'pitch': -0.32, 'roll': -0.14}",sad,0.251031746031746,medium,0.4,0.0,False,LOW,0.0,6.3,9.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,2026-07-07 16:54:28
neutral,0.97,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.84,0.679,STABLE,5,3.31,CENTER,1.0,0,"{'yaw': -4.03, 'pitch': -0.37, 'roll': -0.1}",sad,0.251031746031746,medium,0.4,0.0,False,LOW,0.0,6.3,9.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Stable emotional condition,2026-07-07 16:54:29
sad,0.68,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.566,FLUCTUATING,5,3.31,CENTER,1.0,0,"{'yaw': -3.4, 'pitch': -0.1, 'roll': -0.08}",sad,0.251031746031746,medium,0.4,0.0,True,LOW,0.0,18.3,9.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Stable emotional condition,2026-07-07 16:54:29
fear,0.57,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.399,FLUCTUATING,5,3.27,CENTER,1.0,0,"{'yaw': -2.91, 'pitch': 0.19, 'roll': -0.08}",sad,0.251031746031746,medium,0.4,0.0,False,LOW,0.0,18.3,9.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Negative emotional state,2026-07-07 16:54:30
sad,0.47,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.68,0.461,FLUCTUATING,5,3.25,CENTER,1.0,0,"{'yaw': -3.22, 'pitch': 0.22, 'roll': -0.07}",sad,0.251031746031746,medium,0.4,0.0,True,LOW,0.0,18.3,10.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,2026-07-07 16:54:31
neutral,0.71,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.497,FLUCTUATING,5,3.27,CENTER,1.0,0,"{'yaw': -5.23, 'pitch': 0.58, 'roll': -0.11}",sad,0.251031746031746,medium,0.4,0.0,False,LOW,0.0,6.3,10.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,2026-07-07 16:54:31
sad,0.32,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.68,0.224,FLUCTUATING,5,3.25,CENTER,1.0,0,"{'yaw': -3.27, 'pitch': -0.16, 'roll': -0.08}",disgust,0.22666666666666666,medium,0.4067,0.0,False,LOW,0.0,18.3,10.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,2026-07-07 16:54:32
fear,0.78,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.78,0.546,FLUCTUATING,6,3.19,CENTER,1.0,0,"{'yaw': -3.06, 'pitch': 1.03, 'roll': -0.08}",disgust,0.22666666666666666,medium,0.4067,0.0,False,LOW,0.0,18.6,10.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Negative emotional state,2026-07-07 16:54:33
happy,0.6,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.85,0.42,FLUCTUATING,6,3.12,CENTER,1.0,0,"{'yaw': -4.16, 'pitch': 0.89, 'roll': -0.13}",disgust,0.22666666666666666,medium,0.4067,0.0,False,LOW,0.0,3.6,10.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,2026-07-07 16:54:34
fear,0.9,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.68,0.63,FLUCTUATING,6,3.14,CENTER,1.0,0,"{'yaw': 0.52, 'pitch': 2.25, 'roll': -0.05}",disgust,0.22666666666666666,medium,0.4067,0.0,False,LOW,0.0,18.6,11.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Negative emotional state,2026-07-07 16:54:34
