emotion,actor,aud_pitch,aud_energy,aud_speech_rate,aud_silence_ratio,aud_voice_stability,aud_spectral_centroid,aud_zcr,aud_energy_variance,aud_mfcc_1,aud_mfcc_2,aud_mfcc_3,aud_mfcc_4,aud_mfcc_5,aud_mfcc_6,aud_mfcc_7,aud_mfcc_8,aud_mfcc_9,aud_mfcc_10,aud_mfcc_11,aud_mfcc_12,aud_mfcc_13,aud_delta_mfcc_1,aud_delta_mfcc_2,aud_delta_mfcc_3,aud_delta_mfcc_4,aud_delta_mfcc_5,aud_delta_mfcc_6,aud_delta_mfcc_7,aud_delta_mfcc_8,aud_delta_mfcc_9,aud_delta_mfcc_10,aud_delta_mfcc_11,aud_delta_mfcc_12,aud_delta_mfcc_13,aud_delta2_mfcc_1,aud_delta2_mfcc_2,aud_delta2_mfcc_3,aud_delta2_mfcc_4,aud_delta2_mfcc_5,aud_delta2_mfcc_6,aud_delta2_mfcc_7,aud_delta2_mfcc_8,aud_delta2_mfcc_9,aud_delta2_mfcc_10,aud_delta2_mfcc_11,aud_delta2_mfcc_12,aud_delta2_mfcc_13,aud_chroma_1,aud_chroma_2,aud_chroma_3,aud_chroma_4,aud_chroma_5,aud_chroma_6,aud_chroma_7,aud_chroma_8,aud_chroma_9,aud_chroma_10,aud_chroma_11,aud_chroma_12,aud_contrast_1,aud_contrast_2,aud_contrast_3,aud_contrast_4,aud_contrast_5,aud_contrast_6,aud_contrast_7,aud_tonnetz_1,aud_tonnetz_2,aud_tonnetz_3,aud_tonnetz_4,aud_tonnetz_5,aud_tonnetz_6,vis_avg_ear,vis_avg_yaw,vis_avg_pitch,vis_avg_roll,vis_left_gaze_ratio,vis_right_gaze_ratio,vis_center_gaze_ratio,vis_gaze_stability,vis_movement_score,vis_blink_rate,tim_response_latency,tim_pause_ratio,tim_speech_rate,tim_voiced_ratio,tim_mean_pause
fearful,Actor_01,269.59064,0.0077702557,161.4990234375,0.605957110661927,0.088149056,2625.570225311493,0.1729064580251479,0.005109738,-356.0517,45.139057,-15.43668,-1.130169,-0.7227588,1.9657453,-13.529376,-15.487785,-17.104063,-9.546004,2.3383803,-7.459708,-7.3646116,0.22197168,0.18036191,-0.02912096,-0.044936005,0.08296994,0.10103794,-0.045062482,-0.14561954,-0.07497012,0.03934059,0.03945945,-0.045507137,-0.08011736,-0.11175533,-0.09129194,0.015710447,0.04344003,0.010337878,0.0011103478,0.04228373,0.0733351,0.045756854,0.0005182754,-0.010640841,-0.007162115,-0.018748337,0.38776767,0.37108645,0.32798302,0.33596346,0.4546628,0.5149766,0.43325868,0.48969236,0.41150507,0.3510777,0.39711747,0.35094473,19.37910058953277,16.8080449701459,18.15385108653052,17.66952111386805,18.396791891616484,18.012037559891382,45.42110321108886,-0.0476266003778375,0.0313735714976642,-0.0274793658303597,0.019341905389157,0.0241435714979033,-0.0030997860167566,0.26339647860958715,0.05368272061900294,1.5104587991365752,-0.10219031058345958,0.0,0.0,1.0,1.0,2.046101419844295,29.732070427808257,1.02,0.7066,1.5444,0.2934,0.26
disgust,Actor_01,274.06848,0.016850313,95.703125,0.5716796531724179,0.12980875,2915.14696263212,0.2725369573353293,0.010945065,-315.28085,63.878662,-3.163664,11.068918,3.898928,0.4962616,-7.210091,-7.302176,-13.785376,-4.531086,-0.68246734,-7.298968,-1.648921,0.13281378,0.10668913,-0.023787584,-0.062464286,-0.038762648,-0.03013656,-0.0436044,-0.057790477,-0.054708216,-0.030230474,-0.0080918465,-0.010743318,-0.027736263,0.06988403,0.027224764,-0.08548569,-0.112350635,-0.08164963,-0.0650508,-0.06979998,-0.07693211,-0.0701094,-0.045175005,-0.023134809,-0.023959868,-0.03793482,0.47787878,0.46753824,0.48493853,0.4673587,0.48368776,0.50247407,0.49614647,0.4828569,0.48379156,0.5095417,0.5651869,0.5100923,19.641377198923127,13.26346393269388,15.6445067467318,14.974665420734286,16.2017970478495,16.562407065909884,44.55056794962853,-0.0445871964566524,0.0268548606578247,0.0110124463946024,-0.0132632916151902,-0.0030557069327317,0.0145098115136278,0.15882286981312224,0.4370494479447299,-1.3300898582022003,-0.051806456309234174,0.0,0.0,1.0,1.0,2.1543139131993314,31.823542603737557,1.14,0.6848,1.5564,0.3152,0.26
disgust,Actor_01,274.87457,0.009383778,89.10290948275862,0.5973908295675003,0.0968699,3268.014214254944,0.3268941845414201,0.006244349,-339.7347,52.807495,0.2726887,4.734688,3.4398108,-0.4275929,-9.445805,-6.7852263,-13.305903,-4.8954325,-0.5622915,-6.350318,-3.3224094,9.0288694e-07,0.0,0.0,-2.2572173e-08,0.0,1.9750651e-08,-3.526902e-10,-5.6430434e-09,0.0,0.0,-1.1286087e-08,0.0,0.0,-4.789533e-07,1.692913e-08,5.6430434e-09,-1.1286087e-08,5.6430434e-09,0.0,-5.6430434e-09,-1.4107608e-08,-1.1286087e-08,1.1286087e-08,2.8215217e-09,1.4107608e-09,-5.6430434e-09,0.4687357,0.53810585,0.5607041,0.5510162,0.49605992,0.5033492,0.5679515,0.5142801,0.44554374,0.45478538,0.52904767,0.47496855,19.05303313847512,13.70014519144572,15.28399484150333,15.160416447439683,16.115599426177347,16.66854117081576,45.640802023114325,-0.0602904869430618,0.0066177494767928,0.0635152386126693,-0.0281156905528613,0.0029563554537855,0.0177920917250538,0.16508776650592055,0.8235867988771141,-1.4999127726371384,-0.048628661514160704,0.0,0.0,1.0,1.0,2.383004153889592,31.69824466988159,1.095,0.6988,2.0592,0.3012,0.2062
disgust,Actor_01,269.22247,0.015251996,143.5546875,0.5497496543952789,0.12349897,2959.3191479877164,0.327916974852071,0.009085866,-340.518,71.2468,1.9786973,12.600777,1.8061317,3.438274,-4.8249874,-12.123671,-8.4513235,-2.0306575,-2.5171843,-3.0232685,-0.9917722,-0.08296484,0.016360763,0.04955083,-0.059194148,-0.00998699,0.029107697,0.01215665,0.027828453,0.023108736,0.008458527,0.021368466,0.018224293,-0.007809594,-0.045767568,-0.060361795,0.010416048,0.036406275,-0.02518005,-0.019077336,0.022331977,0.029623052,0.013973845,0.0007781322,-0.0035999117,-0.010276279,-0.013847247,0.47869718,0.5357084,0.6046909,0.6370407,0.57547605,0.4952716,0.4546237,0.5202379,0.53443575,0.47451666,0.46042153,0.4783507,20.98915222644578,12.166945105708232,15.24685651733557,14.70194951107134,16.639096175915274,17.314307587915227,45.70229120454064,-0.0524779904303305,-0.0172368519395074,0.0155279010578368,-0.0523393398230711,-0.0024676102705857,-0.006471968052038,0.161785249748539,0.1467432773724634,-1.5135714490825896,-0.05412243777068189,0.0,0.0,1.0,1.0,1.9325976609015962,31.76429500502922,1.02,0.5946,1.287,0.4054,0.255
disgust,Actor_01,274.64822,0.016014874,172.265625,0.5658196430681952,0.12654988,3410.4164218829374,0.3984522072665662,0.010377497,-349.25668,54.79244,-0.90166724,10.5557,-0.16137603,3.6259093,-5.391744,-10.095323,-7.4466405,-1.4052049,0.10079641,-3.9632692,-0.5047301,0.0027993442,0.003950188,0.0039315685,0.0039007922,0.0038581756,0.0038042988,0.00373992,0.0036657115,0.003582667,0.003491844,0.0033942189,0.0032910497,0.0031834727,0.0042345435,0.005981399,0.0059589506,0.005921674,0.0058698454,0.005803752,0.005723841,0.005630611,0.005524569,0.005406437,0.005276855,0.0051366305,0.0049865316,0.5830588,0.5965316,0.57141536,0.61053014,0.5651869,0.5659083,0.54615784,0.56069416,0.5155189,0.53611964,0.54712814,0.53964883,20.002534353652106,12.877714676336964,15.114560763431124,14.719776028045766,16.13306517237456,16.805216877403016,44.86401736970771,-0.0458079333116439,0.0214440692059778,0.0606910981131288,-0.0348657522776941,-0.0052992868054906,0.0370060888719352,0.16088605869101846,0.1569510131567896,-1.2005724896492294,-0.06285237621732681,0.0,0.0,1.0,1.0,1.5064449136767288,31.78227882617963,1.035,0.6181,0.7874,0.3819,0.41
disgust,Actor_01,274.94125,0.010492777,161.4990234375,0.5844589611210621,0.10243426,2948.234173202377,0.2470624369959677,0.0073377495,-332.74744,43.945282,-6.9385085,-5.6906595,-9.426028,-1.9371548,-11.578998,-17.378063,-13.903124,-6.911769,-3.5516472,-4.372269,-7.017699,0.448686,0.077673145,-0.12239159,-0.034810487,-0.08441443,-0.028365694,-0.030414116,-0.075986885,-0.035802513,-0.0041203345,-0.006827912,-0.022267476,0.007444474,0.15023515,-0.01972262,-0.03480028,-0.0028152876,-0.017748844,-0.002115834,-0.008533255,-0.002322266,0.0007515287,-0.007815589,-0.0050685434,-0.010778815,0.0031009028,0.31736752,0.36102873,0.3925945,0.4859853,0.51590836,0.45623973,0.4477657,0.522944,0.52155614,0.47767496,0.4340772,0.38719252,20.094430253376377,15.440078392602649,16.356437200624956,16.961687078206147,18.34590500056981,17.15631828040634,45.46047981776256,-0.0284876454202753,0.0153386670305753,0.0108377147611145,-0.0022731396477293,0.0141919112537097,0.0003262747952875,0.16376853676333372,0.8957098486261642,-3.028483613340347,-0.04696098648017702,0.0,0.0,1.0,1.0,4.497341243148752,31.724629264733327,1.11,0.7404,1.8713,0.2596,0.255
disgust,Actor_01,275.32764,0.014870993,86.1328125,0.5681024575671852,0.12194668,3343.276506874998,0.3246215130649718,0.009469425,-317.01898,35.171394,-9.034344,1.8999579,-8.664879,-6.350328,-18.34103,-15.881719,-9.58409,-5.861492,-4.5087132,-5.8916154,-6.898971,-0.73029494,-0.33293787,0.035874598,-0.0036996799,0.14435938,0.043075416,0.079135746,0.05487017,-0.0014861694,0.107953064,-0.0035181206,-0.01577886,0.039986547,0.41373664,-0.058933187,-0.05401383,0.03396454,-0.038198736,-0.0103179645,-0.030451749,0.0012943031,0.011162781,0.0034560577,-0.005100234,-0.015850693,-0.0096549345,0.40168098,0.43538234,0.49573568,0.48837495,0.46578842,0.5367448,0.4786033,0.49692252,0.5040055,0.4976822,0.5131553,0.4938842,20.05046044953757,14.8590549565619,16.464414554060962,16.4402616579318,16.945423050372803,16.266770269675117,43.91118467124224,-0.0150562078496189,0.0171799846501888,-0.0064561548287653,-0.0102187259251646,0.001095130679378,-0.0123836015371505,0.187823508898,0.7306163552608905,-1.176199057665893,-0.09243903679756686,0.0,0.0,1.0,1.0,2.0235143103251,31.24352982204,1.17,0.6838,1.9608,0.3162,0.1988
disgust,Actor_01,274.73508,0.011430677,184.5703125,0.5336703173265936,0.10691434,3098.7804287539,0.2884282956178161,0.0074140835,-351.219,43.312252,9.500734,-0.6278448,-7.164326,0.42984334,-12.050826,-15.976675,-5.4605,-8.713773,-8.803647,-2.977452,-7.6639447,0.0,8.769419e-08,0.0,-1.0961774e-08,-1.644266e-08,0.0,2.1923547e-08,0.0,-2.7404434e-09,-1.644266e-08,-1.0961774e-08,8.22133e-09,1.0961774e-08,-2.4115903e-07,-4.3847095e-08,1.0961774e-08,1.0961774e-08,8.22133e-09,2.7404434e-08,-2.7404434e-09,0.0,8.22133e-09,1.0961774e-08,-5.480887e-09,-1.3702217e-09,2.7404434e-09,0.4984679,0.4769679,0.46240216,0.49520716,0.5384615,0.54390234,0.46492276,0.460889,0.36365446,0.3694686,0.43554735,0.4797127,22.6786881464676,15.286229938565889,16.634947350233944,16.45303233746236,18.11192973795305,16.94574150242506,45.61091224035413,-0.0473598606005191,0.0454466369743682,0.0345851947538732,-0.0189768483885033,-0.000303808207468,0.0031583533749779,0.1669184948610184,0.7130941305645395,-3.5629135333437603,-0.026539420633447205,0.0,0.0,1.0,1.0,4.643009170074704,31.661630102779633,1.005,0.653,1.4925,0.347,0.245
disgust,Actor_01,274.69962,0.011291129,184.5703125,0.5663713141457949,0.106259726,3146.052510122864,0.3585353629298942,0.0072672935,-333.24228,42.180492,-0.95753026,-0.44900584,-4.0120096,-1.8501686,-13.47077,-15.385601,-8.406135,-5.512526,-6.51612,-6.038744,-7.1585274,-0.27094555,-0.21531309,0.021470267,0.08953141,0.06407578,0.008918843,0.037824035,0.109774455,0.05011718,-0.01989092,-0.020622365,-0.038172428,0.008428463,0.06742796,0.043633092,-0.022225294,-0.026573423,-0.007861002,0.006058166,-0.007917505,-0.028933933,-0.013095314,-0.0035441036,-0.010624367,0.0034224899,0.003211386,0.42498565,0.45095813,0.49621788,0.51773065,0.52782637,0.5492631,0.51495534,0.53737307,0.5541709,0.5106582,0.48269984,0.5049937,21.79458593243233,13.656223679091449,16.509770000802927,15.834903870084789,17.474782390209693,16.971525761589334,44.26400282129975,-0.0593017588656466,0.0192495615263595,0.0412367332638014,-0.0316406183989437,0.0098718319055252,0.0069717931796467,0.1725934449762993,1.2852160235695005,-2.054327529210983,-0.06691273051456517,0.0,0.0,1.0,1.0,3.4066267751223283,31.548131100474013,1.125,0.7,1.8391,0.3,0.225
surprised,Actor_01,274.80905,0.0076673315,135.99917763157896,0.6564461323206077,0.0875633,3406.402428310329,0.3437333917942177,0.0054080733,-393.9641,52.980663,-0.44145483,8.232827,4.511838,-2.5249937,-6.0312376,-6.618407,-9.726554,-5.8924103,-0.2597241,-5.319383,-0.8095203,1.453218e-06,5.1900642e-08,-2.5950321e-08,3.892548e-08,2.5950321e-08,-1.946274e-08,1.29751605e-08,6.4875803e-09,-1.29751605e-08,1.29751605e-08,1.29751605e-08,4.865685e-09,-3.2437901e-09,-8.1094754e-07,-1.946274e-08,-1.6218952e-08,-1.29751605e-08,0.0,1.29751605e-08,3.2437901e-09,3.2437901e-09,0.0,0.0,-6.4875803e-09,3.2437901e-09,6.4875803e-09,0.55969256,0.6174591,0.6046411,0.5902508,0.5987186,0.57017946,0.5525079,0.6477215,0.6266274,0.5785357,0.5806468,0.5757309,18.63097827277782,11.452126070576766,14.05862504181962,13.459176055317313,14.789911058265314,15.775639491821998,44.4154892522288,-0.0135525482966589,0.0076313235665233,0.0112400063294532,0.0230567528530443,0.0012788714961293,0.0077002872126874,0.25436069506850406,0.9343762855420706,0.6120572990756303,-0.12405756214119382,0.0,0.0,1.0,1.0,1.7900753030404357,29.91278609862992,1.065,0.7689,1.7778,0.2311,0.2425
surprised,Actor_01,274.3535,0.008832528,161.4990234375,0.6710354775179607,0.093981534,3491.059409363207,0.3631358045212766,0.006187672,-409.23303,52.923653,-3.5020812,10.541915,6.7804637,-2.0829628,-6.373838,-6.026372,-9.960136,-1.5530096,-1.1180855,-5.8361497,-0.47120798,-0.0003512768,-0.0004980209,-0.00049634353,-0.0004935907,-0.00048972864,-0.00048481827,-0.00047883243,-0.0004718253,-0.0004638239,-0.00045479782,-0.00044485863,-0.00043400467,-0.0004222748,-0.00019022083,-0.00026789456,-0.00026701528,-0.00026556785,-0.00026347113,-0.00026084008,-0.00025762565,-0.00025386,-0.00024955493,-0.00024469863,-0.00023935197,-0.00023350817,-0.00022719768,0.64014757,0.6389495,0.6579607,0.6691089,0.62187904,0.56663877,0.52930814,0.591097,0.59620464,0.55618876,0.603557,0.6347542,17.711833692759548,11.482433169608736,13.890562925900484,13.724212723907977,15.07267651727592,16.640995272201945,45.4064840307791,-0.024929512275959,0.0351229136990733,0.0657150071933333,-0.0212361807043252,0.0033614973511128,0.0137195863334977,0.2993571654520223,-0.12682045371515993,0.32467562352796187,-0.10729419809219251,0.0,0.0,1.0,1.0,1.6721903733927213,29.012856690959552,1.035,0.7269,2.1605,0.2731,0.1821
surprised,Actor_01,274.179,0.00709716,99.38401442307692,0.6248317070356075,0.084244646,3269.920956798661,0.3707905688316993,0.0048172763,-400.6078,56.338783,-0.10038877,12.948809,3.4572418,-1.0980022,-3.9645505,-7.314169,-11.041139,-2.5731149,-0.8059699,-3.7987452,-1.9456604,-0.010816786,-0.0152710555,-0.015192025,-0.015061123,-0.014879414,-0.01464865,-0.014370787,-0.014048271,-0.013683955,-0.013280971,-0.012842764,-0.0123731075,-0.011875888,-0.0048716194,-0.0068823434,-0.006861425,-0.0068269307,-0.0067789042,-0.0067177257,-0.0066438047,-0.006557636,-0.0064597786,-0.0063508977,-0.0062316884,-0.00610294,-0.0059654354,0.5422453,0.58745897,0.61912894,0.60978204,0.5552568,0.5411896,0.49679944,0.5201506,0.51343644,0.48810172,0.5683188,0.6375677,19.36901002922985,12.08233240646891,14.78920792144449,14.948928927804344,15.659826050825638,16.78464914338253,45.569317314398525,-0.0125608612910638,0.0055502971070767,0.0502619364031044,-0.0777810358722373,-0.0002086927439106,0.0040719461135773,0.2345148384521158,1.1388075903077,-0.1707778715000376,-0.11865657722130454,0.0,0.0,1.0,1.0,2.0583202951198603,30.309703230957684,1.005,0.6496,1.4245,0.3504,0.237
surprised,Actor_01,274.82495,0.010186779,83.35433467741936,0.6450999972261519,0.100929566,3561.054057684818,0.359433870789007,0.0068147606,-401.9012,49.284126,-1.8099357,8.19951,-0.46806997,-3.9114852,-4.3231125,-7.212905,-9.47664,-5.454694,-0.9426421,-6.5836415,-0.95098424,4.3287343e-07,-5.410918e-08,-1.3527295e-08,-2.705459e-08,-8.45456e-09,2.0290942e-08,0.0,0.0,1.3527295e-08,0.0,0.0,0.0,-1.3527295e-08,-3.381824e-08,-1.3527295e-08,-2.705459e-08,2.3672767e-08,-1.3527295e-08,0.0,3.3818237e-09,1.0145471e-08,6.7636474e-09,3.3818237e-09,2.5363678e-09,-1.0145471e-08,1.6909119e-09,0.6345711,0.7200752,0.67804784,0.60698354,0.5599832,0.5114782,0.5382658,0.6143042,0.547469,0.54810065,0.5774005,0.591955,18.63497568660048,11.778882526637329,14.21039990693387,14.457083879316375,14.836671162702528,16.702102082930818,44.19957345739714,-0.0138329122042887,0.0228798939215509,0.0359379875453859,-0.0248929599914307,0.0003631919917103,0.0181479601310037,0.2872778556400488,0.3158871207183043,1.1557333050845726,-0.12076515386618038,0.0,0.0,1.0,1.0,1.600359368459676,29.254442887199023,1.005,0.6667,0.9259,0.3333,0.37
surprised,Actor_01,274.67572,0.011313233,75.99954044117646,0.6406355154986079,0.106363684,3296.4932331769805,0.2882694526006711,0.007393389,-392.7402,51.048885,-5.4272103,8.577296,4.108054,-2.6509144,-8.000926,-6.305148,-11.018699,-4.7179575,0.42527115,-7.8209214,0.115804784,1.2288957e-06,-5.120399e-08,2.5601995e-08,0.0,0.0,-2.5601995e-08,0.0,0.0,3.840299e-08,-1.2800998e-08,1.2800998e-08,0.0,4.800374e-09,-7.4245787e-07,0.0,-2.5601995e-08,6.400499e-09,-1.2800998e-08,-1.6001247e-09,-3.2002494e-09,-1.6001247e-09,6.400499e-09,8.0006235e-10,-3.2002494e-09,0.0,-1.2800998e-08,0.56695586,0.62543815,0.61164236,0.6221169,0.58836997,0.5480808,0.5203384,0.5695316,0.59952533,0.59926176,0.6225914,0.59675604,18.97082652890554,11.186793724626549,13.469877070684197,13.589553215671248,14.668509992318526,16.24872410655215,42.3859728371733,-0.0336716697332343,-0.0066562371117368,-0.0073177743040579,0.0036581992828001,-0.0022264444037264,0.0057548349223181,0.2748760026188911,0.20712703461787801,0.0203661552335896,-0.09428155111336356,0.0,0.0,1.0,1.0,0.7829852439845879,29.502479947622177,1.02,0.6842,1.462,0.3158,0.243
surprised,Actor_01,269.10742,0.0124927685,66.25600961538461,0.6328819673797064,0.111771055,3429.5164459312905,0.2665952211850649,0.008510186,-366.5199,41.932564,-5.21146,7.312741,0.069644235,-3.3563771,-6.6405888,-7.5790653,-11.458306,-6.6911645,-1.2373774,-6.6593413,-1.9200149,0.0,0.0,0.0,-3.715614e-08,0.0,-1.5481726e-08,0.0,-6.1926904e-09,0.0,0.0,-1.2385381e-08,1.5481726e-09,0.0,-4.9541524e-07,1.2385381e-08,-3.8704315e-09,-6.1926904e-09,-6.1926904e-09,-1.857807e-08,0.0,0.0,-3.0963452e-09,4.6445177e-09,6.1926904e-09,-3.0963452e-09,3.0963452e-09,0.5789574,0.5624223,0.5710885,0.5599207,0.5989768,0.60941714,0.47174624,0.44027522,0.4868957,0.5129919,0.58306384,0.63851124,17.898291334662876,11.65972838184204,14.111138962573442,14.276896615180574,14.975429058549114,16.10467242354109,41.68331953164687,-0.0246677652859694,0.0199407086806529,-0.0198376437878941,0.0006462268005181,0.0209362920757925,-0.0022916343961176,0.2822292156442853,0.43325025091556507,0.05521545694809347,-0.11852166027049504,0.0,0.0,1.0,1.0,1.4302640582893802,29.35541568711429,1.065,0.7131,1.9691,0.2869,0.2014
surprised,Actor_01,274.39316,0.010105292,184.5703125,0.6084941685112553,0.10052508,3515.024318932714,0.2997206125827814,0.006270743,-378.02823,45.14187,-4.394385,7.735555,0.5503251,-4.1456,-6.7481837,-9.417959,-14.750463,-2.5515637,-2.767845,-5.6659083,-0.9816043,1.4147222e-06,2.5262896e-08,-2.5262896e-08,0.0,0.0,-1.8947173e-08,0.0,-1.2631448e-08,0.0,3.157862e-09,6.315724e-09,-1.2631448e-08,6.315724e-09,-9.0946423e-07,2.5262896e-08,0.0,-2.5262896e-08,6.315724e-09,6.315724e-09,-3.157862e-09,-3.157862e-09,-1.2631448e-08,0.0,-1.578931e-09,-3.157862e-09,1.578931e-09,0.5438162,0.58921206,0.61486316,0.6441385,0.6232592,0.5899777,0.5101995,0.5393648,0.52029186,0.5359855,0.5396247,0.53607434,20.12876885910004,12.064801887682968,14.27264376109116,14.514947001091656,15.095434145040258,16.826544613736214,44.10419163300671,-0.0032392828768814,0.0044897509758256,0.0131841153076025,-0.0152807497397834,-0.0115572374853657,0.00788182017489,0.32077838273192627,1.0141256328743284,0.006371438610148239,-0.13038078175862458,0.0,0.0,1.0,1.0,1.6837423949317714,28.584432345361474,0.99,0.6034,0.8621,0.3966,0.35
surprised,Actor_01,268.76996,0.019180153,92.28515625,0.6416515262887813,0.13849244,3180.2462749826004,0.3664429576684397,0.012544548,-362.3326,46.84191,-5.5694275,6.1290345,-0.57483757,-0.7007691,-8.623765,-9.702098,-11.321595,-5.2469916,-1.4207605,-5.737756,-1.8040382,0.0041062376,0.0057972036,0.0057677682,0.0057188263,0.0056508584,0.0055640135,0.0054589533,0.0053360853,0.0051963213,0.005040223,0.0048687984,0.0046829465,0.0044836965,0.0004911152,0.00069324684,0.00068870845,0.0006812109,0.0006707949,0.00065750093,0.0006414897,0.0006228375,0.00060165353,0.0005781363,0.0005524171,0.00052470685,0.0004951903,0.5924806,0.59180886,0.5331366,0.54698473,0.5949627,0.6109827,0.5620175,0.5951054,0.6168489,0.6204972,0.55906826,0.5679764,19.295011167946733,12.34343257300302,14.903167044468756,14.83537048819592,15.8655245174753,16.7430938674877,42.299858225185545,-0.0050910686466983,0.0151721822096909,-0.0256224158649333,0.0244948496407961,8.586386322486457e-07,0.0209186481772625,0.3109346830542534,0.31154248873623114,1.2253339140897124,-0.11465268200862451,0.0,0.0,1.0,1.0,1.7523842986329135,28.78130633891493,0.99,0.6435,0.3086,0.3565,0.99
neutral,Actor_01,274.12747,0.009507216,80.74951171875,0.6604382327905763,0.09750494,3470.937687329473,0.382795427229021,0.006431498,-383.92242,54.89004,0.6634651,12.435786,7.7339506,0.5307502,-3.2166305,-3.1593943,-10.9775505,-2.8487108,0.8152979,-3.0370667,1.9554482,-0.0025370137,-0.003584108,-0.0035727574,-0.0035540662,-0.0035279682,-0.003494663,-0.003454055,-0.0034064446,-0.0033518518,-0.0032905098,-0.003222589,-0.0031483157,-0.0030678501,0.0024274946,0.0034304033,0.0034199294,0.0034025281,0.0033782213,0.0033471535,0.0033093607,0.0032649457,0.0032140492,0.0031568995,0.003093546,0.0030242691,0.0029492236,0.6550447,0.6107409,0.56857884,0.5723113,0.55537224,0.5292927,0.5870647,0.63835496,0.64291775,0.60642236,0.61010915,0.60403866,19.06342396919885,11.111397828612748,14.831702501720072,14.064220417723478,14.783035849835857,16.76310166330371,45.34034204550695,-0.0469563697761554,0.0239925440239337,-0.0511151029357132,-0.0481822604893133,0.0133140001621319,0.008845387475233,0.221710379321732,-0.01816026109777215,1.335657087633645,-0.10165903824202335,0.0,0.0,1.0,1.0,1.9449042795570048,30.56579241356536,1.035,0.7123,1.5221,0.2877,0.249
neutral,Actor_01,275.57132,0.0082280785,161.4990234375,0.6593905455731645,0.090708755,3264.8353466211847,0.39105224609375,0.005583511,-392.7722,55.3639,-1.548319,16.038305,8.81881,-0.14658602,-1.3733916,-5.293179,-11.623184,-1.3482834,0.8437146,-2.641278,1.0172496,0.0038585663,0.0054291617,0.0053490666,0.0052188635,0.0050427383,0.004826665,0.00457761,0.004303449,0.004012426,0.0037128925,0.003412697,0.003119025,0.00283786,-0.006589982,-0.009299133,-0.00924011,-0.009141816,-0.009004812,-0.00882962,-0.008617216,-0.008368858,-0.00808639,-0.0077720485,-0.0074288347,-0.007060339,-0.0066708527,0.5984626,0.6235728,0.58694047,0.5343609,0.5340768,0.55408233,0.49524456,0.54691434,0.582028,0.63037753,0.6280254,0.6219304,19.70179929309404,12.058813658254362,15.653537638493376,14.88492349335035,15.124799947882998,16.843067771383883,44.91546365928086,-0.0865634470468524,0.039637591219525,-0.0615167264671378,-0.0687150888067364,0.0303683602107759,0.0014576313470672,0.18833032053535848,0.7790478298304608,1.1370308877500706,-0.10026759850610498,0.0,0.0,1.0,1.0,2.0223696755465337,31.23339358929283,1.05,0.7195,1.81,0.2805,0.2175
neutral,Actor_01,274.69308,0.007467207,80.74951171875,0.6562924745499431,0.086413,3233.8961203348163,0.4083174035904255,0.0051709074,-413.0365,58.024662,0.15946393,13.62465,5.3741117,1.1623362,-2.0833595,-5.3825855,-10.332823,-3.6620812,0.5606008,-2.838226,1.8347847,-0.017161485,-0.023991983,-0.023196714,-0.021980258,-0.020431437,-0.018588465,-0.01644984,-0.014027697,-0.011400128,-0.008716834,-0.0061488254,-0.0038219749,-0.0017841961,0.011024546,0.015528793,0.015343443,0.015047682,0.014661644,0.014212933,0.013732349,0.013248775,0.012783737,0.012348848,0.011946597,0.011572618,0.01121791,0.63568485,0.64470583,0.5812131,0.5954987,0.5853207,0.5324217,0.52137977,0.57995677,0.6394369,0.64001423,0.56352204,0.56351155,18.74010757617347,12.18630468807479,14.840007700635958,14.2424416791729,15.348363782866766,16.694576420857032,45.030576400496784,-0.0349859490677018,-0.0016528920926425,0.0005815934855486,-0.0053982662288015,0.0065963246681245,0.0285846167702248,0.21435225326210247,-0.4625776081593755,1.5449274703760036,-0.08777822834936859,0.0,0.0,1.0,1.0,2.0993597340747963,30.71295493475795,1.005,0.6759,1.5432,0.3241,0.228
neutral,Actor_01,269.56583,0.006216078,64.599609375,0.6648115029687388,0.07884211,3114.655308490259,0.4035305942062044,0.0044025783,-411.59604,55.87942,2.7832615,13.252023,6.989668,2.981274,-1.5860295,-6.961661,-10.348489,-3.270769,1.1761655,-1.498656,0.55154896,-0.07446802,-0.054432027,0.017542923,0.016333364,-0.022307083,-0.018985428,0.036562413,0.07020657,0.031476766,-0.011677073,0.003559746,0.028404752,0.01408506,-0.03424741,-0.035885777,-0.020921595,-0.015197932,-0.005141822,0.0014116624,0.0049737995,0.009332629,7.1299337e-06,-0.010671802,-0.010721047,-0.018985683,-0.027818296,0.6236439,0.57642883,0.51805186,0.52321184,0.5916835,0.5902675,0.53603685,0.587688,0.6098044,0.55878025,0.5664955,0.5914736,20.5020364501837,11.648422419737871,15.59136689205171,15.362148623689466,15.282212150553,16.06705233948283,44.11727332616367,-0.0543716876349638,0.0163753975655321,0.0039572155708102,-0.0396146297074152,0.0028560641923978,0.0122782367716686,0.2101553726958576,-0.057601491547850166,1.3118512220717384,-0.09895254429238452,0.0,0.0,1.0,1.0,1.7677368588772824,30.796892546082848,1.005,0.681,1.2698,0.319,0.2775
